date,kpi_name,kpi_value
2022-02-08,orders,12.0
2022-02-08,active_customers,12.0
2022-02-08,units_sold,43.0
2022-02-08,aov,23971.77666666667
2022-02-09,revenue,281418.624
2022-02-09,gross_margin,80032.524
2022-02-09,orders,20.0
2022-02-09,active_customers,20.0
2022-02-09,units_sold,60.0
2022-02-09,aov,14070.9312
2022-02-10,revenue,134716.995
2022-02-10,gross_margin,31490.424999999992
2022-02-10,orders,12.0
2022-02-10,active_customers,12.0
2022-02-10,units_sold,43.0
2022-02-10,aov,11226.41625
2022-02-11,revenue,145351.417
2022-02-11,gross_margin,34171.07699999999
2022-02-11,orders,8.0
2022-02-11,active_customers,8.0
2022-02-11,units_sold,20.0
2022-02-11,aov,18168.927125
2022-02-12,revenue,224946.703
2022-02-12,gross_margin,62553.89299999998
2022-02-12,orders,12.0
2022-02-12,active_customers,12.0
2022-02-12,units_sold,34.0
2022-02-12,aov,18745.558583333335
2022-02-13,revenue,290201.65750000003
2022-02-13,gross_margin,83341.66750000001
2022-02-13,orders,15.0
2022-02-13,active_customers,14.0
2022-02-13,units_sold,45.0
2022-02-13,aov,19346.77716666667
2022-02-14,revenue,320935.6965
2022-02-14,gross_margin,81332.7565
2022-02-14,orders,22.0
2022-02-14,active_customers,22.0
2022-02-14,units_sold,69.0
2022-02-14,aov,14587.986204545456
2022-02-15,revenue,217507.2255
2022-02-15,gross_margin,49527.5055
2022-02-15,orders,16.0
2022-02-15,active_customers,16.0
2022-02-15,units_sold,45.0
2022-02-15,aov,13594.20159375
2022-02-16,revenue,313059.9485
2022-02-16,gross_margin,78546.28850000001
2022-02-16,orders,19.0
2022-02-16,active_customers,19.0
2022-02-16,units_sold,62.0
2022-02-16,aov,16476.839394736842
2022-02-17,revenue,156693.068
2022-02-17,gross_margin,41734.37800000001
2022-02-17,orders,13.0
2022-02-17,active_customers,13.0
2022-02-17,units_sold,34.0
2022-02-17,aov,12053.312923076923
2022-02-18,revenue,297914.242
2022-02-18,gross_margin,81234.072
2022-02-18,orders,18.0
2022-02-18,active_customers,18.0
2022-02-18,units_sold,59.0
2022-02-18,aov,16550.791222222222
2022-02-19,revenue,299660.6635
2022-02-19,gross_margin,80538.74349999998
2022-02-19,orders,15.0
2022-02-19,active_customers,15.0
2022-02-19,units_sold,46.0
2022-02-19,aov,19977.37756666667
2022-02-20,revenue,175776.967
2022-02-20,gross_margin,46462.727000000006
2022-02-20,orders,9.0
2022-02-20,active_customers,9.0
2022-02-20,units_sold,34.0
2022-02-20,aov,19530.77411111111
2022-02-21,revenue,149046.519
2022-02-21,gross_margin,42569.089
2022-02-21,orders,14.0
2022-02-21,active_customers,14.0
2022-02-21,units_sold,27.0
2022-02-21,aov,10646.179928571428
2022-02-22,revenue,280856.233
2022-02-22,gross_margin,79142.67300000001
2022-02-22,orders,12.0
2022-02-22,active_customers,12.0
2022-02-22,units_sold,40.0
2022-02-22,aov,23404.686083333334
2022-02-23,revenue,260701.0165
2022-02-23,gross_margin,65132.42650000001
2022-02-23,orders,18.0
2022-02-23,active_customers,18.0
2022-02-23,units_sold,51.0
2022-02-23,aov,14483.389805555555
2022-02-24,revenue,178940.576
2022-02-24,gross_margin,44331.336
2022-02-24,orders,15.0
2022-02-24,active_customers,15.0
2022-02-24,units_sold,47.0
2022-02-24,aov,11929.371733333333
2022-02-25,revenue,285536.636
2022-02-25,gross_margin,92016.036
2022-02-25,orders,12.0
2022-02-25,active_customers,12.0
2022-02-25,units_sold,35.0
2022-02-25,aov,23794.719666666668
2022-02-26,revenue,364878.65
2022-02-26,gross_margin,98871.24999999999
2022-02-26,orders,19.0
2022-02-26,active_customers,18.0
2022-02-26,units_sold,60.0
2022-02-26,aov,19204.139473684212
2022-02-27,revenue,493722.343
2022-02-27,gross_margin,150355.37300000002
2022-02-27,orders,20.0
2022-02-27,active_customers,20.0
2022-02-27,units_sold,66.0
2022-02-27,aov,24686.11715
2022-02-28,revenue,338506.224
2022-02-28,gross_margin,82102.534
2022-02-28,orders,22.0
2022-02-28,active_customers,22.0
2022-02-28,units_sold,54.0
2022-02-28,aov,15386.646545454545
2022-03-01,revenue,123797.27
2022-03-01,gross_margin,27399.52000000001
2022-03-01,orders,6.0
2022-03-01,active_customers,6.0
2022-03-01,units_sold,14.0
2022-03-01,aov,20632.878333333334
2022-03-02,revenue,341111.6455
2022-03-02,gross_margin,69926.0955
2022-03-02,orders,23.0
2022-03-02,active_customers,23.0
2022-03-02,units_sold,66.0
2022-03-02,aov,14830.941108695652
2022-03-03,revenue,327500.2235
2022-03-03,gross_margin,99656.5835
2022-03-03,orders,19.0
2022-03-03,active_customers,18.0
2022-03-03,units_sold,48.0
2022-03-03,aov,17236.853868421054
2022-03-04,revenue,381141.025
2022-03-04,gross_margin,108130.505
2022-03-04,orders,14.0
2022-03-04,active_customers,14.0
2022-03-04,units_sold,45.0
2022-03-04,aov,27224.35892857143
2022-03-05,revenue,137136.26
2022-03-05,gross_margin,29511.16
2022-03-05,orders,12.0
2022-03-05,active_customers,12.0
2022-03-05,units_sold,36.0
2022-03-05,aov,11428.021666666667
2022-03-06,revenue,294543.07149999996
2022-03-06,gross_margin,83216.9715
2022-03-06,orders,19.0
2022-03-06,active_customers,19.0
2022-03-06,units_sold,55.0
2022-03-06,aov,15502.26692105263
2022-03-07,revenue,133416.051
2022-03-07,gross_margin,34629.511
2022-03-07,orders,13.0
2022-03-07,active_customers,13.0
2022-03-07,units_sold,32.0
2022-03-07,aov,10262.773153846154
2022-03-08,revenue,551537.3375
2022-03-08,gross_margin,154342.2875
2022-03-08,orders,22.0
2022-03-08,active_customers,22.0
2022-03-08,units_sold,84.0
2022-03-08,aov,25069.87897727273
2022-03-09,revenue,300233.6075
2022-03-09,gross_margin,80938.0375
2022-03-09,orders,17.0
2022-03-09,active_customers,17.0
2022-03-09,units_sold,49.0
2022-03-09,aov,17660.80044117647
2022-03-10,revenue,105642.7765
2022-03-10,gross_margin,31795.0365
2022-03-10,orders,8.0
2022-03-10,active_customers,8.0
2022-03-10,units_sold,19.0
2022-03-10,aov,13205.3470625
2022-03-11,revenue,322613.82200000004
2022-03-11,gross_margin,91358.482
2022-03-11,orders,21.0
2022-03-11,active_customers,21.0
2022-03-11,units_sold,60.0
2022-03-11,aov,15362.562952380955
2022-03-12,revenue,350818.655
2022-03-12,gross_margin,103592.08499999999
2022-03-12,orders,16.0
2022-03-12,active_customers,16.0
2022-03-12,units_sold,46.0
2022-03-12,aov,21926.1659375
2022-03-13,revenue,514390.7325
2022-03-13,gross_margin,125721.9825
2022-03-13,orders,22.0
2022-03-13,active_customers,22.0
2022-03-13,units_sold,69.0
2022-03-13,aov,23381.39693181818
2022-03-14,revenue,269226.5865
2022-03-14,gross_margin,73632.91649999999
2022-03-14,orders,17.0
2022-03-14,active_customers,17.0
2022-03-14,units_sold,51.0
2022-03-14,aov,15836.858029411764
2022-03-15,revenue,215573.40999999997
2022-03-15,gross_margin,62978.51999999999
2022-03-15,orders,10.0
2022-03-15,active_customers,10.0
2022-03-15,units_sold,32.0
2022-03-15,aov,21557.340999999997
2022-03-16,revenue,203606.093
2022-03-16,gross_margin,45177.123000000014
2022-03-16,orders,13.0
2022-03-16,active_customers,13.0
2022-03-16,units_sold,46.0
2022-03-16,aov,15662.007153846153
2022-03-17,revenue,242668.15399999998
2022-03-17,gross_margin,64796.784
2022-03-17,orders,10.0
2022-03-17,active_customers,10.0
2022-03-17,units_sold,33.0
2022-03-17,aov,24266.8154
2022-03-18,revenue,257434.5395
2022-03-18,gross_margin,66302.17950000001
2022-03-18,orders,18.0
2022-03-18,active_customers,18.0
2022-03-18,units_sold,51.0
2022-03-18,aov,14301.918861111111
2022-03-19,revenue,424244.937
2022-03-19,gross_margin,126867.827
2022-03-19,orders,19.0
2022-03-19,active_customers,19.0
2022-03-19,units_sold,59.0
2022-03-19,aov,22328.68089473684
2022-03-20,revenue,264290.022
2022-03-20,gross_margin,80048.572
2022-03-20,orders,15.0
2022-03-20,active_customers,15.0
2022-03-20,units_sold,53.0
2022-03-20,aov,17619.3348
2022-03-21,revenue,415593.7065
2022-03-21,gross_margin,119251.33649999999
2022-03-21,orders,17.0
2022-03-21,active_customers,17.0
2022-03-21,units_sold,62.0
2022-03-21,aov,24446.688617647058
2022-03-22,revenue,345266.738
2022-03-22,gross_margin,89009.78799999999
2022-03-22,orders,19.0
2022-03-22,active_customers,19.0
2022-03-22,units_sold,61.0
2022-03-22,aov,18171.93357894737
2022-03-23,revenue,264962.0185
2022-03-23,gross_margin,64759.1685
2022-03-23,orders,17.0
2022-03-23,active_customers,17.0
2022-03-23,units_sold,55.0
2022-03-23,aov,15586.001088235294
2022-03-24,revenue,175590.56600000002
2022-03-24,gross_margin,52532.92600000001
2022-03-24,orders,12.0
2022-03-24,active_customers,12.0
2022-03-24,units_sold,29.0
2022-03-24,aov,14632.547166666669
2022-03-25,revenue,158705.2605
2022-03-25,gross_margin,35718.0005
2022-03-25,orders,17.0
2022-03-25,active_customers,17.0
2022-03-25,units_sold,56.0
2022-03-25,aov,9335.60355882353
2022-03-26,revenue,166140.689
2022-03-26,gross_margin,44931.899
2022-03-26,orders,15.0
2022-03-26,active_customers,15.0
2022-03-26,units_sold,31.0
2022-03-26,aov,11076.045933333335
2022-03-27,revenue,431112.7495
2022-03-27,gross_margin,93771.3095
2022-03-27,orders,20.0
2022-03-27,active_customers,20.0
2022-03-27,units_sold,64.0
2022-03-27,aov,21555.637475
2022-03-28,revenue,84078.004
2022-03-28,gross_margin,16584.104000000003
2022-03-28,orders,9.0
2022-03-28,active_customers,9.0
2022-03-28,units_sold,28.0
2022-03-28,aov,9342.000444444444
2022-03-29,revenue,285628.9985
2022-03-29,gross_margin,85848.47849999998
2022-03-29,orders,12.0
2022-03-29,active_customers,12.0
2022-03-29,units_sold,38.0
2022-03-29,aov,23802.416541666666
2022-03-30,revenue,140189.808
2022-03-30,gross_margin,39185.598
2022-03-30,orders,7.0
2022-03-30,active_customers,7.0
2022-03-30,units_sold,22.0
2022-03-30,aov,20027.115428571426
2022-03-31,revenue,363530.79949999996
2022-03-31,gross_margin,109324.43949999996
2022-03-31,orders,15.0
2022-03-31,active_customers,15.0
2022-03-31,units_sold,47.0
2022-03-31,aov,24235.38663333333
2022-04-01,revenue,275865.0235
2022-04-01,gross_margin,72557.9035
2022-04-01,orders,18.0
2022-04-01,active_customers,17.0
2022-04-01,units_sold,45.0
2022-04-01,aov,15325.83463888889
2022-04-02,revenue,255842.336
2022-04-02,gross_margin,70393.34599999999
2022-04-02,orders,14.0
2022-04-02,active_customers,14.0
2022-04-02,units_sold,45.0
2022-04-02,aov,18274.452571428574
2022-04-03,revenue,212093.6645
2022-04-03,gross_margin,56054.24449999999
2022-04-03,orders,13.0
2022-04-03,active_customers,13.0
2022-04-03,units_sold,37.0
2022-04-03,aov,16314.89726923077
2022-04-04,revenue,118782.178
2022-04-04,gross_margin,30867.788000000004
2022-04-04,orders,13.0
2022-04-04,active_customers,12.0
2022-04-04,units_sold,34.0
2022-04-04,aov,9137.090615384615
2022-04-05,revenue,376581.317
2022-04-05,gross_margin,97605.91699999999
2022-04-05,orders,16.0
2022-04-05,active_customers,16.0
2022-04-05,units_sold,54.0
2022-04-05,aov,23536.3323125
2022-04-06,revenue,159571.6385
2022-04-06,gross_margin,42012.63850000001
2022-04-06,orders,13.0
2022-04-06,active_customers,13.0
2022-04-06,units_sold,43.0
2022-04-06,aov,12274.741423076923
2022-04-07,revenue,313658.999
2022-04-07,gross_margin,96934.54900000001
2022-04-07,orders,16.0
2022-04-07,active_customers,16.0
2022-04-07,units_sold,52.0
2022-04-07,aov,19603.6874375
2022-04-08,revenue,171613.766
2022-04-08,gross_margin,37908.58599999999
2022-04-08,orders,11.0
2022-04-08,active_customers,11.0
2022-04-08,units_sold,26.0
2022-04-08,aov,15601.251454545454
2022-04-09,revenue,259299.641
2022-04-09,gross_margin,68950.78099999997
2022-04-09,orders,12.0
2022-04-09,active_customers,12.0
2022-04-09,units_sold,35.0
2022-04-09,aov,21608.303416666666
2022-04-10,revenue,251449.9345
2022-04-10,gross_margin,59060.3845
2022-04-10,orders,17.0
2022-04-10,active_customers,17.0
2022-04-10,units_sold,49.0
2022-04-10,aov,14791.172617647058
2022-04-11,revenue,351135.276
2022-04-11,gross_margin,95757.94599999998
2022-04-11,orders,19.0
2022-04-11,active_customers,19.0
2022-04-11,units_sold,61.0
2022-04-11,aov,18480.804
2022-04-12,revenue,206201.147
2022-04-12,gross_margin,50740.537
2022-04-12,orders,16.0
2022-04-12,active_customers,16.0
2022-04-12,units_sold,44.0
2022-04-12,aov,12887.5716875
2022-04-13,revenue,303240.18
2022-04-13,gross_margin,77926.14999999998
2022-04-13,orders,18.0
2022-04-13,active_customers,18.0
2022-04-13,units_sold,54.0
2022-04-13,aov,16846.676666666666
2022-04-14,revenue,434937.09500000003
2022-04-14,gross_margin,125472.045
2022-04-14,orders,20.0
2022-04-14,active_customers,20.0
2022-04-14,units_sold,65.0
2022-04-14,aov,21746.854750000002
2022-04-15,revenue,139121.424
2022-04-15,gross_margin,31037.754
2022-04-15,orders,10.0
2022-04-15,active_customers,10.0
2022-04-15,units_sold,31.0
2022-04-15,aov,13912.1424
2022-04-16,revenue,288311.1545
2022-04-16,gross_margin,76880.8145
2022-04-16,orders,13.0
2022-04-16,active_customers,13.0
2022-04-16,units_sold,38.0
2022-04-16,aov,22177.781115384616
2022-04-17,revenue,210043.4075
2022-04-17,gross_margin,54922.3275
2022-04-17,orders,15.0
2022-04-17,active_customers,15.0
2022-04-17,units_sold,49.0
2022-04-17,aov,14002.893833333334
2022-04-18,revenue,364113.371
2022-04-18,gross_margin,97785.94099999999
2022-04-18,orders,23.0
2022-04-18,active_customers,23.0
2022-04-18,units_sold,77.0
2022-04-18,aov,15831.016130434782
2022-04-19,revenue,292018.7885
2022-04-19,gross_margin,79493.89849999998
2022-04-19,orders,17.0
2022-04-19,active_customers,17.0
2022-04-19,units_sold,46.0
2022-04-19,aov,17177.57579411765
2022-04-20,revenue,260642.2585
2022-04-20,gross_margin,54074.29850000001
2022-04-20,orders,17.0
2022-04-20,active_customers,17.0
2022-04-20,units_sold,54.0
2022-04-20,aov,15331.89755882353
2022-04-21,revenue,231384.642
2022-04-21,gross_margin,68445.28199999998
2022-04-21,orders,14.0
2022-04-21,active_customers,14.0
2022-04-21,units_sold,40.0
2022-04-21,aov,16527.47442857143
2022-04-22,revenue,237821.41650000002
2022-04-22,gross_margin,60952.78650000002
2022-04-22,orders,20.0
2022-04-22,active_customers,19.0
2022-04-22,units_sold,49.0
2022-04-22,aov,11891.070825
2022-04-23,revenue,310083.6995
2022-04-23,gross_margin,83569.0595
2022-04-23,orders,13.0
2022-04-23,active_customers,13.0
2022-04-23,units_sold,46.0
2022-04-23,aov,23852.59226923077
2022-04-24,revenue,286281.1025
2022-04-24,gross_margin,74097.6525
2022-04-24,orders,18.0
2022-04-24,active_customers,18.0
2022-04-24,units_sold,51.0
2022-04-24,aov,15904.505694444444
2022-04-25,revenue,508352.40799999994
2022-04-25,gross_margin,135723.56799999997
2022-04-25,orders,20.0
2022-04-25,active_customers,20.0
2022-04-25,units_sold,67.0
2022-04-25,aov,25417.620399999996
2022-04-26,revenue,77888.74
2022-04-26,gross_margin,15702.190000000004
2022-04-26,orders,6.0
2022-04-26,active_customers,6.0
2022-04-26,units_sold,19.0
2022-04-26,aov,12981.456666666667
2022-04-27,revenue,182481.7875
2022-04-27,gross_margin,44239.097499999996
2022-04-27,orders,15.0
2022-04-27,active_customers,15.0
2022-04-27,units_sold,46.0
2022-04-27,aov,12165.452500000001
2022-04-28,revenue,128141.5135
2022-04-28,gross_margin,37422.1435
2022-04-28,orders,11.0
2022-04-28,active_customers,11.0
2022-04-28,units_sold,24.0
2022-04-28,aov,11649.2285
2022-04-29,revenue,168642.178
2022-04-29,gross_margin,33839.688
2022-04-29,orders,14.0
2022-04-29,active_customers,14.0
2022-04-29,units_sold,35.0
2022-04-29,aov,12045.869857142858
2022-04-30,revenue,202865.921
2022-04-30,gross_margin,59183.960999999996
2022-04-30,orders,14.0
2022-04-30,active_customers,14.0
2022-04-30,units_sold,35.0
2022-04-30,aov,14490.422928571428
2022-05-01,revenue,227853.2825
2022-05-01,gross_margin,62785.962499999994
2022-05-01,orders,15.0
2022-05-01,active_customers,15.0
2022-05-01,units_sold,42.0
2022-05-01,aov,15190.218833333334
2022-05-02,revenue,230913.485
2022-05-02,gross_margin,50745.55499999999
2022-05-02,orders,15.0
2022-05-02,active_customers,15.0
2022-05-02,units_sold,50.0
2022-05-02,aov,15394.232333333332
2022-05-03,revenue,210084.268
2022-05-03,gross_margin,54264.808
2022-05-03,orders,12.0
2022-05-03,active_customers,12.0
2022-05-03,units_sold,37.0
2022-05-03,aov,17507.022333333334
2022-05-04,revenue,140563.4275
2022-05-04,gross_margin,41582.74749999998
2022-05-04,orders,7.0
2022-05-04,active_customers,7.0
2022-05-04,units_sold,25.0
2022-05-04,aov,20080.48964285714
2022-05-05,revenue,235580.657
2022-05-05,gross_margin,51062.82699999999
2022-05-05,orders,13.0
2022-05-05,active_customers,13.0
2022-05-05,units_sold,40.0
2022-05-05,aov,18121.589
2022-05-06,revenue,139306.31900000002
2022-05-06,gross_margin,37207.27900000001
2022-05-06,orders,6.0
2022-05-06,active_customers,6.0
2022-05-06,units_sold,23.0
2022-05-06,aov,23217.719833333336
2022-05-07,revenue,221757.387
2022-05-07,gross_margin,50290.79699999999
2022-05-07,orders,14.0
2022-05-07,active_customers,14.0
2022-05-07,units_sold,47.0
2022-05-07,aov,15839.813357142857
2022-05-08,revenue,374457.715
2022-05-08,gross_margin,109224.72499999998
2022-05-08,orders,15.0
2022-05-08,active_customers,15.0
2022-05-08,units_sold,47.0
2022-05-08,aov,24963.84766666667
2022-05-09,revenue,359626.795
2022-05-09,gross_margin,108304.525
2022-05-09,orders,24.0
2022-05-09,active_customers,24.0
2022-05-09,units_sold,72.0
2022-05-09,aov,14984.449791666666
2022-05-10,revenue,242796.0545
2022-05-10,gross_margin,53711.31450000001
2022-05-10,orders,19.0
2022-05-10,active_customers,18.0
2022-05-10,units_sold,57.0
2022-05-10,aov,12778.739710526315
2022-05-11,revenue,319501.9815
2022-05-11,gross_margin,82927.40149999998
2022-05-11,orders,20.0
2022-05-11,active_customers,20.0
2022-05-11,units_sold,55.0
2022-05-11,aov,15975.099075
2022-05-12,revenue,87851.291
2022-05-12,gross_margin,24792.791
2022-05-12,orders,13.0
2022-05-12,active_customers,13.0
2022-05-12,units_sold,27.0
2022-05-12,aov,6757.791615384615
2022-05-13,revenue,139561.849
2022-05-13,gross_margin,40364.399
2022-05-13,orders,10.0
2022-05-13,active_customers,10.0
2022-05-13,units_sold,30.0
2022-05-13,aov,13956.184899999998
2022-05-14,revenue,414618.457
2022-05-14,gross_margin,115178.477
2022-05-14,orders,18.0
2022-05-14,active_customers,18.0
2022-05-14,units_sold,55.0
2022-05-14,aov,23034.358722222223
2022-05-15,revenue,264807.728
2022-05-15,gross_margin,56931.458
2022-05-15,orders,15.0
2022-05-15,active_customers,15.0
2022-05-15,units_sold,46.0
2022-05-15,aov,17653.848533333334
2022-05-16,revenue,391183.727
2022-05-16,gross_margin,107934.91700000002
2022-05-16,orders,17.0
2022-05-16,active_customers,17.0
2022-05-16,units_sold,49.0
2022-05-16,aov,23010.807470588235
2022-05-17,revenue,221304.117
2022-05-17,gross_margin,69811.81700000001
2022-05-17,orders,10.0
2022-05-17,active_customers,10.0
2022-05-17,units_sold,25.0
2022-05-17,aov,22130.4117
2022-05-18,revenue,434048.799
2022-05-18,gross_margin,108481.23899999999
2022-05-18,orders,26.0
2022-05-18,active_customers,26.0
2022-05-18,units_sold,72.0
2022-05-18,aov,16694.18457692308
2022-05-19,revenue,227610.6055
2022-05-19,gross_margin,57590.775499999996
2022-05-19,orders,16.0
2022-05-19,active_customers,16.0
2022-05-19,units_sold,48.0
2022-05-19,aov,14225.66284375
2022-05-20,revenue,191056.92799999999
2022-05-20,gross_margin,52818.53799999999
