date,kpi_name,baseline_value,scenario_value,delta,delta_pct,scenario_name,scenario_id
2022-01-08,aov,19051.71608,19051.71608,0.0,0.0,Conservative,S005
2022-01-09,revenue,263741.8435,276928.935675,13187.092174999998,4.999999999999999,Conservative,S005
2022-01-09,gross_margin,67670.46349999998,72475.06640849999,4804.602908500005,7.100000000000009,Conservative,S005
2022-01-09,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-09,active_customers,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-09,units_sold,60.0,60.0,0.0,0.0,Conservative,S005
2022-01-09,aov,14652.324638888887,14652.324638888887,0.0,0.0,Conservative,S005
2022-01-10,revenue,277344.294,291211.5087,13867.214700000011,5.000000000000004,Conservative,S005
2022-01-10,gross_margin,61312.494,65665.68107400001,4353.187074000009,7.100000000000015,Conservative,S005
2022-01-10,orders,17.0,17.0,0.0,0.0,Conservative,S005
2022-01-10,active_customers,17.0,17.0,0.0,0.0,Conservative,S005
2022-01-10,units_sold,54.0,54.0,0.0,0.0,Conservative,S005
2022-01-10,aov,16314.370235294118,16314.370235294118,0.0,0.0,Conservative,S005
2022-01-11,revenue,199731.24,209717.802,9986.562000000005,5.000000000000003,Conservative,S005
2022-01-11,gross_margin,44051.48,47179.13508000001,3127.655080000004,7.100000000000009,Conservative,S005
2022-01-11,orders,17.0,17.0,0.0,0.0,Conservative,S005
2022-01-11,active_customers,16.0,16.0,0.0,0.0,Conservative,S005
2022-01-11,units_sold,42.0,42.0,0.0,0.0,Conservative,S005
2022-01-11,aov,11748.896470588235,11748.896470588235,0.0,0.0,Conservative,S005
2022-01-12,revenue,149975.23,157473.9915,7498.761499999993,4.999999999999996,Conservative,S005
2022-01-12,gross_margin,32474.99,34780.71429,2305.724290000002,7.100000000000005,Conservative,S005
2022-01-12,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-12,active_customers,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-12,units_sold,44.0,44.0,0.0,0.0,Conservative,S005
2022-01-12,aov,8331.957222222223,8331.957222222223,0.0,0.0,Conservative,S005
2022-01-13,revenue,307894.002,323288.7021,15394.700100000016,5.000000000000006,Conservative,S005
2022-01-13,gross_margin,69651.332,74596.576572,4945.2445720000105,7.100000000000016,Conservative,S005
2022-01-13,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-13,active_customers,17.0,17.0,0.0,0.0,Conservative,S005
2022-01-13,units_sold,61.0,61.0,0.0,0.0,Conservative,S005
2022-01-13,aov,17105.22233333333,17105.22233333333,0.0,0.0,Conservative,S005
2022-01-14,revenue,333319.392,349985.3616,16665.96960000001,5.0000000000000036,Conservative,S005
2022-01-14,gross_margin,96071.562,102892.642902,6821.0809020000015,7.1000000000000005,Conservative,S005
2022-01-14,orders,17.0,17.0,0.0,0.0,Conservative,S005
2022-01-14,active_customers,17.0,17.0,0.0,0.0,Conservative,S005
2022-01-14,units_sold,46.0,46.0,0.0,0.0,Conservative,S005
2022-01-14,aov,19607.023058823528,19607.023058823528,0.0,0.0,Conservative,S005
2022-01-15,revenue,320231.003,336242.55315000005,16011.550150000025,5.000000000000007,Conservative,S005
2022-01-15,gross_margin,99642.493,106717.11000300001,7074.617003000007,7.100000000000007,Conservative,S005
2022-01-15,orders,19.0,19.0,0.0,0.0,Conservative,S005
2022-01-15,active_customers,19.0,19.0,0.0,0.0,Conservative,S005
2022-01-15,units_sold,63.0,63.0,0.0,0.0,Conservative,S005
2022-01-15,aov,16854.263315789474,16854.263315789474,0.0,0.0,Conservative,S005
2022-01-16,revenue,192189.4675,201798.940875,9609.473375000001,5.000000000000001,Conservative,S005
2022-01-16,gross_margin,46260.1275,49544.59655250001,3284.469052500004,7.100000000000009,Conservative,S005
2022-01-16,orders,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-16,active_customers,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-16,units_sold,39.0,39.0,0.0,0.0,Conservative,S005
2022-01-16,aov,14783.805192307693,14783.805192307693,0.0,0.0,Conservative,S005
2022-01-17,revenue,237951.5875,249849.166875,11897.579375000001,5.0,Conservative,S005
2022-01-17,gross_margin,37875.1475,40564.2829725,2689.1354724999983,7.099999999999995,Conservative,S005
2022-01-17,orders,10.0,10.0,0.0,0.0,Conservative,S005
2022-01-17,active_customers,10.0,10.0,0.0,0.0,Conservative,S005
2022-01-17,units_sold,39.0,39.0,0.0,0.0,Conservative,S005
2022-01-17,aov,23795.15875,23795.15875,0.0,0.0,Conservative,S005
2022-01-18,revenue,275096.4905,288851.315025,13754.824525000004,5.000000000000001,Conservative,S005
2022-01-18,gross_margin,72691.26050000002,77852.33999550004,5161.0794955000165,7.100000000000022,Conservative,S005
2022-01-18,orders,19.0,19.0,0.0,0.0,Conservative,S005
2022-01-18,active_customers,19.0,19.0,0.0,0.0,Conservative,S005
2022-01-18,units_sold,52.0,52.0,0.0,0.0,Conservative,S005
2022-01-18,aov,14478.762657894738,14478.762657894738,0.0,0.0,Conservative,S005
2022-01-19,revenue,212067.106,222670.4613,10603.355299999996,4.999999999999998,Conservative,S005
2022-01-19,gross_margin,56369.266,60371.48388600001,4002.217886000006,7.10000000000001,Conservative,S005
2022-01-19,orders,9.0,9.0,0.0,0.0,Conservative,S005
2022-01-19,active_customers,9.0,9.0,0.0,0.0,Conservative,S005
2022-01-19,units_sold,35.0,35.0,0.0,0.0,Conservative,S005
2022-01-19,aov,23563.011777777778,23563.011777777778,0.0,0.0,Conservative,S005
2022-01-20,revenue,189275.1765,198738.935325,9463.758824999997,4.999999999999998,Conservative,S005
2022-01-20,gross_margin,42886.7565,45931.7162115,3044.9597114999997,7.1,Conservative,S005
2022-01-20,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-20,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-20,units_sold,39.0,39.0,0.0,0.0,Conservative,S005
2022-01-20,aov,15772.931375,15772.931375,0.0,0.0,Conservative,S005
2022-01-21,revenue,215353.7055,226121.390775,10767.685274999996,4.999999999999998,Conservative,S005
2022-01-21,gross_margin,62768.6955,67225.27288050001,4456.577380500006,7.10000000000001,Conservative,S005
2022-01-21,orders,15.0,15.0,0.0,0.0,Conservative,S005
2022-01-21,active_customers,15.0,15.0,0.0,0.0,Conservative,S005
2022-01-21,units_sold,36.0,36.0,0.0,0.0,Conservative,S005
2022-01-21,aov,14356.9137,14356.9137,0.0,0.0,Conservative,S005
2022-01-22,revenue,179229.0735,188190.527175,8961.453674999997,4.999999999999998,Conservative,S005
2022-01-22,gross_margin,48613.98349999999,52065.57632849999,3451.5928285000045,7.100000000000012,Conservative,S005
2022-01-22,orders,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-22,active_customers,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-22,units_sold,44.0,44.0,0.0,0.0,Conservative,S005
2022-01-22,aov,13786.851807692308,13786.851807692308,0.0,0.0,Conservative,S005
2022-01-23,revenue,111883.4405,117477.612525,5594.172025000007,5.000000000000006,Conservative,S005
2022-01-23,gross_margin,25352.360499999995,27152.378095499997,1800.0175955000013,7.100000000000007,Conservative,S005
2022-01-23,orders,9.0,9.0,0.0,0.0,Conservative,S005
2022-01-23,active_customers,9.0,9.0,0.0,0.0,Conservative,S005
2022-01-23,units_sold,25.0,25.0,0.0,0.0,Conservative,S005
2022-01-23,aov,12431.493388888888,12431.493388888888,0.0,0.0,Conservative,S005
2022-01-24,revenue,209570.0335,220048.535175,10478.501675000007,5.0000000000000036,Conservative,S005
2022-01-24,gross_margin,39872.1635,42703.0871085,2830.923608500001,7.100000000000002,Conservative,S005
2022-01-24,orders,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-24,active_customers,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-24,units_sold,35.0,35.0,0.0,0.0,Conservative,S005
2022-01-24,aov,16120.771807692308,16120.771807692308,0.0,0.0,Conservative,S005
2022-01-25,revenue,298405.7895,313326.078975,14920.289474999998,4.999999999999999,Conservative,S005
2022-01-25,gross_margin,65085.4695,69706.5378345,4621.068334500007,7.10000000000001,Conservative,S005
2022-01-25,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-25,active_customers,17.0,17.0,0.0,0.0,Conservative,S005
2022-01-25,units_sold,63.0,63.0,0.0,0.0,Conservative,S005
2022-01-25,aov,16578.099416666668,16578.099416666668,0.0,0.0,Conservative,S005
2022-01-26,revenue,269226.839,282688.18095,13461.341950000031,5.000000000000012,Conservative,S005
2022-01-26,gross_margin,68214.83899999999,73058.09256899999,4843.253568999993,7.099999999999991,Conservative,S005
2022-01-26,orders,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-26,active_customers,13.0,13.0,0.0,0.0,Conservative,S005
2022-01-26,units_sold,35.0,35.0,0.0,0.0,Conservative,S005
2022-01-26,aov,20709.756846153843,20709.756846153843,0.0,0.0,Conservative,S005
2022-01-27,revenue,184437.76,193659.64800000002,9221.888000000006,5.000000000000003,Conservative,S005
2022-01-27,gross_margin,45405.63000000001,48629.42973000002,3223.799730000006,7.100000000000012,Conservative,S005
2022-01-27,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-27,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-27,units_sold,37.0,37.0,0.0,0.0,Conservative,S005
2022-01-27,aov,15369.813333333334,15369.813333333334,0.0,0.0,Conservative,S005
2022-01-28,revenue,197257.8645,207120.757725,9862.893225000007,5.0000000000000036,Conservative,S005
2022-01-28,gross_margin,47106.6845,50451.2590995,3344.574599499996,7.099999999999991,Conservative,S005
2022-01-28,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-28,active_customers,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-28,units_sold,52.0,52.0,0.0,0.0,Conservative,S005
2022-01-28,aov,10958.77025,10958.77025,0.0,0.0,Conservative,S005
2022-01-29,revenue,256504.55,269329.7775,12825.227500000037,5.000000000000015,Conservative,S005
2022-01-29,gross_margin,70441.59999999999,75442.9536,5001.353600000002,7.100000000000003,Conservative,S005
2022-01-29,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-29,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-29,units_sold,40.0,40.0,0.0,0.0,Conservative,S005
2022-01-29,aov,21375.379166666666,21375.379166666666,0.0,0.0,Conservative,S005
2022-01-30,revenue,219596.992,230576.8416,10979.849600000016,5.000000000000007,Conservative,S005
2022-01-30,gross_margin,62849.04199999999,67311.32398199999,4462.281982,7.100000000000002,Conservative,S005
2022-01-30,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-30,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-01-30,units_sold,35.0,35.0,0.0,0.0,Conservative,S005
2022-01-30,aov,18299.749333333333,18299.749333333333,0.0,0.0,Conservative,S005
2022-01-31,revenue,249494.312,261969.02760000003,12474.715600000025,5.00000000000001,Conservative,S005
2022-01-31,gross_margin,67342.52200000001,72123.84106200002,4781.31906200001,7.100000000000013,Conservative,S005
2022-01-31,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-31,active_customers,18.0,18.0,0.0,0.0,Conservative,S005
2022-01-31,units_sold,50.0,50.0,0.0,0.0,Conservative,S005
2022-01-31,aov,13860.79511111111,13860.79511111111,0.0,0.0,Conservative,S005
2022-02-01,revenue,292654.74950000003,307287.48697500007,14632.73747500003,5.00000000000001,Conservative,S005
2022-02-01,gross_margin,71404.1495,76473.84411450001,5069.694614500011,7.100000000000016,Conservative,S005
2022-02-01,orders,14.0,14.0,0.0,0.0,Conservative,S005
2022-02-01,active_customers,14.0,14.0,0.0,0.0,Conservative,S005
2022-02-01,units_sold,39.0,39.0,0.0,0.0,Conservative,S005
2022-02-01,aov,20903.910678571432,20903.910678571432,0.0,0.0,Conservative,S005
2022-02-02,revenue,96344.411,101161.63154999999,4817.220549999998,4.999999999999998,Conservative,S005
2022-02-02,gross_margin,24848.041,26612.251911000003,1764.210911000002,7.100000000000008,Conservative,S005
2022-02-02,orders,13.0,13.0,0.0,0.0,Conservative,S005
2022-02-02,active_customers,13.0,13.0,0.0,0.0,Conservative,S005
2022-02-02,units_sold,34.0,34.0,0.0,0.0,Conservative,S005
2022-02-02,aov,7411.108538461539,7411.108538461539,0.0,0.0,Conservative,S005
2022-02-03,revenue,264448.257,277670.66985,13222.412850000022,5.000000000000009,Conservative,S005
2022-02-03,gross_margin,73330.197,78536.640987,5206.443987000006,7.100000000000008,Conservative,S005
2022-02-03,orders,20.0,20.0,0.0,0.0,Conservative,S005
2022-02-03,active_customers,19.0,19.0,0.0,0.0,Conservative,S005
2022-02-03,units_sold,58.0,58.0,0.0,0.0,Conservative,S005
2022-02-03,aov,13222.41285,13222.41285,0.0,0.0,Conservative,S005
2022-02-04,revenue,608070.5255,638474.051775,30403.52627500007,5.0000000000000115,Conservative,S005
2022-02-04,gross_margin,162102.35549999998,173611.62274049997,11509.26724049999,7.099999999999995,Conservative,S005
2022-02-04,orders,20.0,20.0,0.0,0.0,Conservative,S005
2022-02-04,active_customers,20.0,20.0,0.0,0.0,Conservative,S005
2022-02-04,units_sold,67.0,67.0,0.0,0.0,Conservative,S005
2022-02-04,aov,30403.526275,30403.526275,0.0,0.0,Conservative,S005
2022-02-05,revenue,255078.112,267832.0176,12753.905600000027,5.000000000000011,Conservative,S005
2022-02-05,gross_margin,57093.03200000001,61146.637272000014,4053.605272000008,7.100000000000013,Conservative,S005
2022-02-05,orders,14.0,14.0,0.0,0.0,Conservative,S005
2022-02-05,active_customers,14.0,14.0,0.0,0.0,Conservative,S005
2022-02-05,units_sold,52.0,52.0,0.0,0.0,Conservative,S005
2022-02-05,aov,18219.865142857143,18219.865142857143,0.0,0.0,Conservative,S005
2022-02-06,revenue,136565.06900000002,143393.32245000004,6828.253450000018,5.000000000000012,Conservative,S005
2022-02-06,gross_margin,26496.449000000004,28377.696879000003,1881.2478789999986,7.099999999999993,Conservative,S005
2022-02-06,orders,11.0,11.0,0.0,0.0,Conservative,S005
2022-02-06,active_customers,11.0,11.0,0.0,0.0,Conservative,S005
2022-02-06,units_sold,30.0,30.0,0.0,0.0,Conservative,S005
2022-02-06,aov,12415.006272727274,12415.006272727274,0.0,0.0,Conservative,S005
2022-02-07,revenue,275375.104,289143.8592,13768.755200000014,5.000000000000005,Conservative,S005
2022-02-07,gross_margin,64601.314000000006,69188.00729400001,4586.693294000004,7.100000000000007,Conservative,S005
2022-02-07,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-07,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-07,units_sold,41.0,41.0,0.0,0.0,Conservative,S005
2022-02-07,aov,22947.925333333333,22947.925333333333,0.0,0.0,Conservative,S005
2022-02-08,revenue,287661.32,302044.386,14383.065999999992,4.9999999999999964,Conservative,S005
2022-02-08,gross_margin,76904.13,82364.32323000001,5460.193230000004,7.100000000000005,Conservative,S005
2022-02-08,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-08,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-08,units_sold,43.0,43.0,0.0,0.0,Conservative,S005
2022-02-08,aov,23971.77666666667,23971.77666666667,0.0,0.0,Conservative,S005
2022-02-09,revenue,281418.624,295489.5552,14070.931199999992,4.9999999999999964,Conservative,S005
2022-02-09,gross_margin,80032.524,85714.83320400001,5682.309204000005,7.100000000000005,Conservative,S005
2022-02-09,orders,20.0,20.0,0.0,0.0,Conservative,S005
2022-02-09,active_customers,20.0,20.0,0.0,0.0,Conservative,S005
2022-02-09,units_sold,60.0,60.0,0.0,0.0,Conservative,S005
2022-02-09,aov,14070.9312,14070.9312,0.0,0.0,Conservative,S005
2022-02-10,revenue,134716.995,141452.84475,6735.849749999994,4.999999999999996,Conservative,S005
2022-02-10,gross_margin,31490.424999999992,33726.245175,2235.8201750000044,7.100000000000016,Conservative,S005
2022-02-10,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-10,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-10,units_sold,43.0,43.0,0.0,0.0,Conservative,S005
2022-02-10,aov,11226.41625,11226.41625,0.0,0.0,Conservative,S005
2022-02-11,revenue,145351.417,152618.98785,7267.570850000018,5.000000000000012,Conservative,S005
2022-02-11,gross_margin,34171.07699999999,36597.223466999996,2426.146467000006,7.100000000000019,Conservative,S005
2022-02-11,orders,8.0,8.0,0.0,0.0,Conservative,S005
2022-02-11,active_customers,8.0,8.0,0.0,0.0,Conservative,S005
2022-02-11,units_sold,20.0,20.0,0.0,0.0,Conservative,S005
2022-02-11,aov,18168.927125,18168.927125,0.0,0.0,Conservative,S005
2022-02-12,revenue,224946.703,236194.03815,11247.335149999999,5.0,Conservative,S005
2022-02-12,gross_margin,62553.89299999998,66995.21940299998,4441.326402999999,7.1000000000000005,Conservative,S005
2022-02-12,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-12,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-12,units_sold,34.0,34.0,0.0,0.0,Conservative,S005
2022-02-12,aov,18745.55858333333,18745.55858333333,0.0,0.0,Conservative,S005
2022-02-13,revenue,290201.65750000003,304711.74037500005,14510.082875000022,5.000000000000007,Conservative,S005
2022-02-13,gross_margin,83341.66750000001,89258.92589250002,5917.258392500007,7.100000000000008,Conservative,S005
2022-02-13,orders,15.0,15.0,0.0,0.0,Conservative,S005
2022-02-13,active_customers,14.0,14.0,0.0,0.0,Conservative,S005
2022-02-13,units_sold,45.0,45.0,0.0,0.0,Conservative,S005
2022-02-13,aov,19346.77716666667,19346.77716666667,0.0,0.0,Conservative,S005
2022-02-14,revenue,320935.6965,336982.48132500006,16046.784825000039,5.000000000000012,Conservative,S005
2022-02-14,gross_margin,81332.7565,87107.38221150001,5774.625711500004,7.100000000000005,Conservative,S005
2022-02-14,orders,22.0,22.0,0.0,0.0,Conservative,S005
2022-02-14,active_customers,22.0,22.0,0.0,0.0,Conservative,S005
2022-02-14,units_sold,69.0,69.0,0.0,0.0,Conservative,S005
2022-02-14,aov,14587.986204545456,14587.986204545456,0.0,0.0,Conservative,S005
2022-02-15,revenue,217507.2255,228382.586775,10875.361275000003,5.000000000000002,Conservative,S005
2022-02-15,gross_margin,49527.5055,53043.9583905,3516.4528905000043,7.100000000000009,Conservative,S005
2022-02-15,orders,16.0,16.0,0.0,0.0,Conservative,S005
2022-02-15,active_customers,16.0,16.0,0.0,0.0,Conservative,S005
2022-02-15,units_sold,45.0,45.0,0.0,0.0,Conservative,S005
2022-02-15,aov,13594.20159375,13594.20159375,0.0,0.0,Conservative,S005
2022-02-16,revenue,313059.9485,328712.945925,15652.997425000009,5.000000000000003,Conservative,S005
2022-02-16,gross_margin,78546.28850000001,84123.07498350002,5576.786483500007,7.100000000000009,Conservative,S005
2022-02-16,orders,19.0,19.0,0.0,0.0,Conservative,S005
2022-02-16,active_customers,19.0,19.0,0.0,0.0,Conservative,S005
2022-02-16,units_sold,62.0,62.0,0.0,0.0,Conservative,S005
2022-02-16,aov,16476.839394736842,16476.839394736842,0.0,0.0,Conservative,S005
2022-02-17,revenue,156693.068,164527.7214,7834.65340000001,5.000000000000006,Conservative,S005
2022-02-17,gross_margin,41734.37800000001,44697.51883800001,2963.1408379999993,7.099999999999997,Conservative,S005
2022-02-17,orders,13.0,13.0,0.0,0.0,Conservative,S005
2022-02-17,active_customers,13.0,13.0,0.0,0.0,Conservative,S005
2022-02-17,units_sold,34.0,34.0,0.0,0.0,Conservative,S005
2022-02-17,aov,12053.312923076925,12053.312923076925,0.0,0.0,Conservative,S005
2022-02-18,revenue,297914.242,312809.95410000003,14895.712100000004,5.000000000000001,Conservative,S005
2022-02-18,gross_margin,81234.072,87001.69111200001,5767.619112000015,7.100000000000019,Conservative,S005
2022-02-18,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-02-18,active_customers,18.0,18.0,0.0,0.0,Conservative,S005
2022-02-18,units_sold,59.0,59.0,0.0,0.0,Conservative,S005
2022-02-18,aov,16550.791222222222,16550.791222222222,0.0,0.0,Conservative,S005
2022-02-19,revenue,299660.6635,314643.696675,14983.03317499999,4.9999999999999964,Conservative,S005
2022-02-19,gross_margin,80538.74349999998,86256.99428849998,5718.250788499994,7.099999999999993,Conservative,S005
2022-02-19,orders,15.0,15.0,0.0,0.0,Conservative,S005
2022-02-19,active_customers,15.0,15.0,0.0,0.0,Conservative,S005
2022-02-19,units_sold,46.0,46.0,0.0,0.0,Conservative,S005
2022-02-19,aov,19977.37756666667,19977.37756666667,0.0,0.0,Conservative,S005
2022-02-20,revenue,175776.967,184565.81535000002,8788.848350000015,5.000000000000009,Conservative,S005
2022-02-20,gross_margin,46462.727000000006,49761.58061700001,3298.8536170000007,7.1000000000000005,Conservative,S005
2022-02-20,orders,9.0,9.0,0.0,0.0,Conservative,S005
2022-02-20,active_customers,9.0,9.0,0.0,0.0,Conservative,S005
2022-02-20,units_sold,34.0,34.0,0.0,0.0,Conservative,S005
2022-02-20,aov,19530.77411111111,19530.77411111111,0.0,0.0,Conservative,S005
2022-02-21,revenue,149046.519,156498.84495,7452.325949999999,4.999999999999999,Conservative,S005
2022-02-21,gross_margin,42569.089,45591.494319000005,3022.405319000005,7.100000000000012,Conservative,S005
2022-02-21,orders,14.0,14.0,0.0,0.0,Conservative,S005
2022-02-21,active_customers,14.0,14.0,0.0,0.0,Conservative,S005
2022-02-21,units_sold,27.0,27.0,0.0,0.0,Conservative,S005
2022-02-21,aov,10646.179928571428,10646.179928571428,0.0,0.0,Conservative,S005
2022-02-22,revenue,280856.233,294899.04465,14042.811649999989,4.9999999999999964,Conservative,S005
2022-02-22,gross_margin,79142.67300000001,84761.80278300002,5619.129783000011,7.100000000000013,Conservative,S005
2022-02-22,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-22,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-22,units_sold,40.0,40.0,0.0,0.0,Conservative,S005
2022-02-22,aov,23404.68608333333,23404.68608333333,0.0,0.0,Conservative,S005
2022-02-23,revenue,260701.0165,273736.067325,13035.050825000013,5.000000000000005,Conservative,S005
2022-02-23,gross_margin,65132.42650000001,69756.82878150002,4624.4022815000135,7.10000000000002,Conservative,S005
2022-02-23,orders,18.0,18.0,0.0,0.0,Conservative,S005
2022-02-23,active_customers,18.0,18.0,0.0,0.0,Conservative,S005
2022-02-23,units_sold,51.0,51.0,0.0,0.0,Conservative,S005
2022-02-23,aov,14483.389805555556,14483.389805555556,0.0,0.0,Conservative,S005
2022-02-24,revenue,178940.576,187887.6048,8947.0288,5.0,Conservative,S005
2022-02-24,gross_margin,44331.336,47478.86085600001,3147.5248560000036,7.100000000000008,Conservative,S005
2022-02-24,orders,15.0,15.0,0.0,0.0,Conservative,S005
2022-02-24,active_customers,15.0,15.0,0.0,0.0,Conservative,S005
2022-02-24,units_sold,47.0,47.0,0.0,0.0,Conservative,S005
2022-02-24,aov,11929.371733333332,11929.371733333332,0.0,0.0,Conservative,S005
2022-02-25,revenue,285536.636,299813.4678,14276.831799999985,4.999999999999995,Conservative,S005
2022-02-25,gross_margin,92016.036,98549.174556,6533.138556000005,7.100000000000007,Conservative,S005
2022-02-25,orders,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-25,active_customers,12.0,12.0,0.0,0.0,Conservative,S005
2022-02-25,units_sold,35.0,35.0,0.0,0.0,Conservative,S005
2022-02-25,aov,23794.719666666668,23794.719666666668,0.0,0.0,Conservative,S005
2022-02-26,revenue,364878.65,383122.5825,18243.932499999995,4.999999999999998,Conservative,S005
2022-02-26,gross_margin,98871.25,105891.10875,7019.858749999999,7.1,Conservative,S005
2022-02-26,orders,19.0,19.0,0.0,0.0,Conservative,S005
2022-02-26,active_customers,18.0,18.0,0.0,0.0,Conservative,S005
