order_id,order_date,product_id,customer_id,order_value,quantity,fulfilled
ORD-10077,2022-01-05,P00069,C00557,13032.24,3,False
ORD-10078,2022-01-05,P00107,C00262,2061.54,3,False
ORD-10079,2022-01-05,P00030,C00125,11932.416,2,False
ORD-10080,2022-01-05,P00035,C00201,10833.824,4,False
ORD-10081,2022-01-05,P00059,C01008,11579.92,4,False
ORD-10082,2022-01-05,P00049,C00821,28903.85,5,False
ORD-10083,2022-01-06,P00051,C00942,7847.3,2,False
ORD-10084,2022-01-06,P00139,C00483,17167.88,4,False
ORD-10085,2022-01-06,P00017,C00104,11766.87,3,False
ORD-10086,2022-01-06,P00019,C00520,5324.132499999999,5,False
ORD-10087,2022-01-06,P00118,C01115,20095.26,3,False
ORD-10088,2022-01-06,P00011,C00246,25066.75,5,False
ORD-10089,2022-01-06,P00005,C00558,2930.1894999999995,1,False
ORD-10090,2022-01-06,P00115,C00620,7994.400000000001,3,False
ORD-10091,2022-01-06,P00102,C00407,19944.75,3,False
ORD-10092,2022-01-06,P00082,C00772,1359.144,4,False
ORD-10093,2022-01-06,P00073,C00337,9074.92,4,False
ORD-10094,2022-01-06,P00147,C01037,9531.87,3,False
ORD-10095,2022-01-06,P00031,C00683,4282.66,2,False
ORD-10096,2022-01-06,P00064,C00194,15913.35,5,False
ORD-10097,2022-01-06,P00030,C01187,7084.872,1,False
ORD-10098,2022-01-06,P00113,C00025,29234.388,3,False
ORD-10099,2022-01-06,P00141,C00201,48665.115,5,False
ORD-10100,2022-01-06,P00104,C00414,3909.0695,1,False
ORD-10101,2022-01-06,P00072,C00045,41974.971,3,False
ORD-10102,2022-01-07,P00119,C00322,33990.924,2,False
ORD-10103,2022-01-07,P00111,C00904,5835.276000000001,4,False
ORD-10104,2022-01-07,P00055,C00321,19287.24,3,False
ORD-10105,2022-01-07,P00013,C00726,7175.05,5,False
ORD-10106,2022-01-07,P00032,C00660,26236.42,2,False
ORD-10107,2022-01-07,P00110,C00847,20887.2,4,False
ORD-10108,2022-01-07,P00059,C00850,5789.96,2,False
ORD-10109,2022-01-07,P00105,C00991,3873.48,4,False
ORD-10110,2022-01-07,P00018,C00818,17013.05,1,False
ORD-10111,2022-01-07,P00121,C00633,25672.48,5,False
ORD-10112,2022-01-07,P00100,C00141,14994.234,2,False
ORD-10113,2022-01-07,P00056,C00401,4089.256,4,False
ORD-10114,2022-01-07,P00060,C00951,1707.4530000000002,3,False
ORD-10115,2022-01-07,P00149,C00929,49920.42899999999,3,False
ORD-10116,2022-01-07,P00025,C00979,18494.2,1,False
ORD-10117,2022-01-07,P00145,C00871,13401.85,5,False
ORD-10118,2022-01-07,P00047,C00227,5444.982,2,False
ORD-10119,2022-01-07,P00013,C01124,2870.02,2,False
ORD-10120,2022-01-07,P00073,C01124,6465.8805,3,False
ORD-10121,2022-01-07,P00137,C01052,18006.034,4,False
ORD-10122,2022-01-07,P00028,C00235,6901.992,1,False
ORD-10123,2022-01-07,P00118,C00053,13396.84,2,False
ORD-10124,2022-01-07,P00102,C00868,13296.5,2,False
ORD-10125,2022-01-07,P00131,C00884,3760.688,1,False
ORD-10126,2022-01-08,P00016,C00698,2949.54,1,False
ORD-10127,2022-01-08,P00134,C00055,6651.2,5,False
ORD-10128,2022-01-08,P00126,C00555,31876.56,4,False
ORD-10129,2022-01-08,P00111,C00331,4862.7300000000005,3,False
ORD-10130,2022-01-08,P00045,C00195,2066.4,3,False
ORD-10131,2022-01-08,P00079,C00516,591.68,4,False
ORD-10132,2022-01-08,P00119,C00980,89449.79999999999,5,False
ORD-10133,2022-01-08,P00028,C01114,7668.88,1,False
ORD-10134,2022-01-08,P00026,C00267,2298.525,1,False
ORD-10135,2022-01-08,P00095,C01073,21806.908,4,False
ORD-10136,2022-01-08,P00102,C00159,26593.0,4,False
ORD-10137,2022-01-08,P00114,C00361,17714.7,5,False
ORD-10138,2022-01-08,P00015,C00453,46600.72,5,False
ORD-10139,2022-01-08,P00078,C00003,10135.62,2,False
ORD-10140,2022-01-08,P00108,C00331,5553.42,1,False
ORD-10141,2022-01-08,P00070,C00560,20311.36,1,False
ORD-10142,2022-01-08,P00076,C00274,52308.06,3,False
ORD-10143,2022-01-08,P00118,C00620,10717.472000000002,2,False
ORD-10144,2022-01-08,P00098,C00245,2623.5840000000003,1,False
ORD-10145,2022-01-08,P00008,C00478,9875.295000000002,5,False
ORD-10146,2022-01-08,P00065,C00187,13365.588,3,False
ORD-10147,2022-01-08,P00086,C00137,28456.7,5,False
ORD-10148,2022-01-08,P00104,C00944,8229.62,2,False
ORD-10149,2022-01-08,P00121,C01197,32090.6,5,False
ORD-10150,2022-01-08,P00034,C00601,21494.94,3,False
ORD-10151,2022-01-09,P00099,C00718,2274.06,1,False
ORD-10152,2022-01-09,P00093,C01106,18421.16,4,False
ORD-10153,2022-01-09,P00058,C00315,6490.6720000000005,2,False
ORD-10154,2022-01-09,P00122,C00354,22152.0,1,False
ORD-10155,2022-01-09,P00068,C00824,62269.93499999998,5,False
ORD-10156,2022-01-09,P00026,C00700,7258.5,3,False
ORD-10157,2022-01-09,P00040,C00132,10579.85,5,False
ORD-10158,2022-01-09,P00116,C00553,17834.4,5,False
ORD-10159,2022-01-09,P00046,C00475,19854.43,4,False
ORD-10160,2022-01-09,P00129,C00040,5948.28,3,False
ORD-10161,2022-01-09,P00024,C00290,5665.788,2,False
ORD-10162,2022-01-09,P00116,C00254,17834.4,5,False
ORD-10163,2022-01-09,P00054,C00680,8101.694999999998,5,False
ORD-10164,2022-01-09,P00061,C00342,4027.36,4,False
ORD-10165,2022-01-09,P00038,C00751,19752.7515,3,False
ORD-10166,2022-01-09,P00058,C00869,7302.006,2,False
ORD-10167,2022-01-09,P00126,C00504,19125.936,3,False
ORD-10168,2022-01-09,P00016,C00938,8848.619999999999,3,False
ORD-10169,2022-01-10,P00139,C00785,8583.94,2,False
ORD-10170,2022-01-10,P00123,C00753,7696.599999999999,5,False
ORD-10171,2022-01-10,P00036,C01112,712.12,1,False
ORD-10172,2022-01-10,P00123,C00167,1539.32,1,False
ORD-10173,2022-01-10,P00073,C00245,11343.65,5,False
ORD-10174,2022-01-10,P00076,C00065,69744.08,5,False
ORD-10175,2022-01-10,P00100,C00851,33320.52,4,False
ORD-10176,2022-01-10,P00078,C00674,9628.839,2,False
ORD-10177,2022-01-10,P00059,C00889,13027.41,5,False
ORD-10178,2022-01-10,P00027,C00659,24189.240000000005,5,False
ORD-10179,2022-01-10,P00089,C00428,24735.34,4,False
ORD-10180,2022-01-10,P00115,C00519,2531.56,1,False
ORD-10181,2022-01-10,P00114,C00500,10097.379,3,False
ORD-10182,2022-01-10,P00113,C00331,41030.72,4,False
ORD-10183,2022-01-10,P00134,C00846,1330.24,1,False
ORD-10184,2022-01-10,P00033,C00019,8662.84,2,False
ORD-10185,2022-01-10,P00047,C01108,9170.496,4,False
ORD-10186,2022-01-11,P00054,C01053,8528.099999999999,5,False
ORD-10187,2022-01-11,P00105,C00202,968.37,1,False
ORD-10188,2022-01-11,P00069,C01106,17376.32,4,False
ORD-10189,2022-01-11,P00071,C00098,31262.3055,3,False
ORD-10190,2022-01-11,P00124,C00154,1656.515,2,False
ORD-10191,2022-01-11,P00020,C00148,15772.920000000002,3,False
ORD-10192,2022-01-11,P00111,C00802,3241.82,2,False
ORD-10193,2022-01-11,P00027,C00560,12094.62,2,False
ORD-10194,2022-01-11,P00059,C01089,11579.92,4,False
ORD-10195,2022-01-11,P00053,C00560,39835.2765,3,False
ORD-10196,2022-01-11,P00100,C00284,16660.26,2,False
ORD-10197,2022-01-11,P00007,C00083,1990.66,1,False
ORD-10198,2022-01-11,P00046,C00262,9927.215,2,False
ORD-10199,2022-01-11,P00074,C00690,11689.921,2,False
ORD-10200,2022-01-11,P00127,C00644,3342.12,1,False
ORD-10201,2022-01-11,P00147,C00377,12073.702,4,False
ORD-10202,2022-01-11,P00039,C01135,1731.195,1,False
ORD-10203,2022-01-12,P00069,C00296,13032.24,3,False
ORD-10204,2022-01-12,P00062,C00338,10247.7,2,False
ORD-10205,2022-01-12,P00082,C00319,1132.62,3,False
ORD-10206,2022-01-12,P00102,C00603,6648.25,1,False
ORD-10207,2022-01-12,P00073,C00295,11343.65,5,False
ORD-10208,2022-01-12,P00037,C00853,5180.38,1,False
ORD-10209,2022-01-12,P00123,C00680,5541.552,4,False
ORD-10210,2022-01-12,P00037,C00063,20721.52,4,False
ORD-10211,2022-01-12,P00004,C00088,25456.35,5,False
ORD-10212,2022-01-12,P00129,C00121,5948.28,3,False
ORD-10213,2022-01-12,P00133,C00021,1984.5,1,False
ORD-10214,2022-01-12,P00047,C00964,11463.12,4,False
ORD-10215,2022-01-12,P00027,C00277,12094.62,2,False
ORD-10216,2022-01-12,P00088,C00544,3889.503,1,False
ORD-10217,2022-01-12,P00110,C00314,10443.6,2,False
ORD-10218,2022-01-12,P00097,C00137,1053.68,1,False
ORD-10219,2022-01-12,P00039,C00087,1731.195,1,False
ORD-10220,2022-01-12,P00057,C00653,2062.47,1,False
ORD-10221,2022-01-13,P00104,C00646,19545.347500000003,5,False
ORD-10222,2022-01-13,P00033,C00416,4331.42,1,False
ORD-10223,2022-01-13,P00138,C00674,4322.52,4,False
ORD-10224,2022-01-13,P00047,C00412,8597.34,3,False
ORD-10225,2022-01-13,P00137,C00019,4738.43,1,False
ORD-10226,2022-01-13,P00098,C00930,9838.44,3,False
ORD-10227,2022-01-13,P00048,C00925,5521.84,1,False
ORD-10228,2022-01-13,P00017,C00305,21790.5,5,False
ORD-10229,2022-01-13,P00103,C00529,88153.39749999999,5,False
ORD-10230,2022-01-13,P00131,C00416,22329.085,5,False
ORD-10231,2022-01-13,P00054,C01117,6481.355999999999,4,False
ORD-10232,2022-01-13,P00108,C00718,16660.260000000002,3,False
ORD-10233,2022-01-13,P00015,C00942,34950.54,3,False
ORD-10234,2022-01-13,P00128,C00534,5210.92,2,False
ORD-10235,2022-01-13,P00104,C00116,14813.316000000004,4,False
ORD-10236,2022-01-13,P00066,C00335,15767.82,5,False
ORD-10237,2022-01-13,P00067,C00206,4346.07,3,False
ORD-10238,2022-01-13,P00062,C00843,20495.4,4,False
ORD-10239,2022-01-14,P00062,C00671,5123.85,1,False
ORD-10240,2022-01-14,P00048,C00250,5521.84,1,False
ORD-10241,2022-01-14,P00062,C00485,9735.315,2,False
ORD-10242,2022-01-14,P00059,C00220,11579.92,4,False
ORD-10243,2022-01-14,P00144,C00858,17690.4,3,False
ORD-10244,2022-01-14,P00062,C00267,10247.7,2,False
ORD-10245,2022-01-14,P00059,C00955,2894.98,1,False
ORD-10246,2022-01-14,P00138,C00593,4106.394,4,False
ORD-10247,2022-01-14,P00115,C00736,5329.6,2,False
ORD-10248,2022-01-14,P00061,C00156,1006.84,1,False
ORD-10249,2022-01-14,P00100,C00975,15827.246999999998,2,False
ORD-10250,2022-01-14,P00119,C00340,67981.848,4,False
ORD-10251,2022-01-14,P00001,C01094,101081.75,5,False
ORD-10252,2022-01-14,P00079,C00690,702.6199999999999,5,False
ORD-10253,2022-01-14,P00110,C00455,15665.4,3,False
ORD-10254,2022-01-14,P00146,C00893,37793.128,2,False
ORD-10255,2022-01-14,P00020,C00799,21030.56,4,False
ORD-10256,2022-01-15,P00095,C00803,28693.3,5,False
ORD-10257,2022-01-15,P00048,C00166,27609.2,5,False
ORD-10258,2022-01-15,P00100,C00515,24990.39,3,False
ORD-10259,2022-01-15,P00138,C00383,3241.8900000000003,3,False
ORD-10260,2022-01-15,P00061,C01072,3020.52,3,False
ORD-10261,2022-01-15,P00110,C00901,10443.6,2,False
ORD-10262,2022-01-15,P00132,C01038,22450.79,1,False
ORD-10263,2022-01-15,P00146,C00888,56689.692,3,False
ORD-10264,2022-01-15,P00021,C00571,51912.24,4,False
ORD-10265,2022-01-15,P00150,C00839,21581.739,3,False
ORD-10266,2022-01-15,P00150,C00093,14387.826,2,False
ORD-10267,2022-01-15,P00148,C00375,4987.005999999999,2,False
ORD-10268,2022-01-15,P00040,C00643,6771.103999999999,4,False
ORD-10269,2022-01-15,P00013,C00945,7175.05,5,False
ORD-10270,2022-01-15,P00026,C01174,7258.5,3,False
ORD-10271,2022-01-15,P00128,C01168,9379.656,4,False
ORD-10272,2022-01-15,P00045,C00944,1859.76,3,False
ORD-10273,2022-01-15,P00073,C00465,6806.1900000000005,3,False
ORD-10274,2022-01-15,P00008,C00276,10972.55,5,False
ORD-10275,2022-01-16,P00042,C01122,28083.85,5,False
ORD-10276,2022-01-16,P00034,C00728,21494.94,3,False
ORD-10277,2022-01-16,P00084,C00584,1817.544,3,False
ORD-10278,2022-01-16,P00104,C00904,12344.43,3,False
ORD-10279,2022-01-16,P00138,C00637,4322.52,4,False
ORD-10280,2022-01-16,P00026,C00166,9678.0,4,False
ORD-10281,2022-01-16,P00022,C00011,7934.291999999999,2,False
ORD-10282,2022-01-16,P00010,C01169,48528.75,3,False
ORD-10283,2022-01-16,P00057,C00226,4124.94,2,False
ORD-10284,2022-01-16,P00018,C00106,40831.32,3,False
ORD-10285,2022-01-16,P00013,C00040,1363.2595,1,False
ORD-10286,2022-01-16,P00082,C00447,1793.315,5,False
ORD-10287,2022-01-16,P00071,C01042,9872.307,1,False
ORD-10288,2022-01-17,P00141,C00979,43257.880000000005,5,False
ORD-10289,2022-01-17,P00014,C01096,57887.872,4,False
ORD-10290,2022-01-17,P00120,C00758,61428.88,4,False
ORD-10291,2022-01-17,P00072,C00906,13991.657,1,False
ORD-10292,2022-01-17,P00059,C00308,13751.155,5,False
ORD-10293,2022-01-17,P00084,C00639,3029.24,4,False
ORD-10294,2022-01-17,P00081,C00911,1133.2,4,False
ORD-10295,2022-01-17,P00072,C00328,23564.896,2,False
ORD-10296,2022-01-17,P00013,C00887,7175.05,5,False
ORD-10297,2022-01-17,P00145,C00238,12731.757499999998,5,False
ORD-10298,2022-01-18,P00055,C00628,6429.08,1,False
ORD-10299,2022-01-18,P00108,C00926,27767.1,5,False
ORD-10300,2022-01-18,P00111,C01122,1539.8645,1,False
ORD-10301,2022-01-18,P00140,C01017,6698.108,1,False
ORD-10302,2022-01-18,P00012,C01066,4258.517499999999,1,False
ORD-10303,2022-01-18,P00095,C00506,5738.66,1,False
ORD-10304,2022-01-18,P00056,C00493,2152.24,2,False
ORD-10305,2022-01-18,P00115,C01173,7994.400000000001,3,False
ORD-10306,2022-01-18,P00104,C00273,11727.2085,3,False
ORD-10307,2022-01-18,P00028,C00293,14570.872,2,False
ORD-10308,2022-01-18,P00043,C00308,19255.872,4,False
ORD-10309,2022-01-18,P00083,C00796,12914.6,2,False
ORD-10310,2022-01-18,P00040,C00968,1692.7759999999998,1,False
ORD-10311,2022-01-18,P00114,C00923,14171.76,4,False
ORD-10312,2022-01-18,P00076,C00802,87180.1,5,False
ORD-10313,2022-01-18,P00118,C00916,10717.472000000002,2,False
ORD-10314,2022-01-18,P00067,C00464,7243.450000000001,5,False
ORD-10315,2022-01-18,P00105,C00162,4841.85,5,False
ORD-10316,2022-01-18,P00140,C00183,28202.56,4,False
ORD-10317,2022-01-19,P00149,C00628,15764.346,1,False
ORD-10318,2022-01-19,P00116,C00250,17834.4,5,False
ORD-10319,2022-01-19,P00025,C00890,92471.0,5,False
ORD-10320,2022-01-19,P00112,C00091,7873.409999999999,4,False
ORD-10321,2022-01-19,P00104,C00138,12344.43,3,False
ORD-10322,2022-01-19,P00061,C00311,5034.2,5,False
ORD-10323,2022-01-19,P00102,C00752,33241.25,5,False
ORD-10324,2022-01-19,P00051,C00844,11770.95,3,False
ORD-10325,2022-01-19,P00125,C00457,15733.120000000004,4,False
ORD-10326,2022-01-20,P00129,C00761,9418.11,5,False
ORD-10327,2022-01-20,P00149,C00611,17515.94,1,False
ORD-10328,2022-01-20,P00017,C00657,4358.1,1,False
ORD-10329,2022-01-20,P00006,C00072,7772.460000000001,3,False
ORD-10330,2022-01-20,P00027,C01016,30236.550000000003,5,False
ORD-10331,2022-01-20,P00006,C00407,10363.28,5,False
ORD-10332,2022-01-20,P00005,C00710,6168.82,2,False
ORD-10333,2022-01-20,P00132,C00013,17960.632,1,False
ORD-10334,2022-01-20,P00143,C00751,15265.0845,3,False
ORD-10335,2022-01-20,P00147,C00122,12709.16,4,False
ORD-10336,2022-01-20,P00061,C00363,5034.2,5,False
ORD-10337,2022-01-20,P00032,C00826,52472.84,4,False
ORD-10338,2022-01-21,P00040,C00429,6347.91,3,False
ORD-10339,2022-01-21,P00031,C00792,6423.99,3,False
ORD-10340,2022-01-21,P00045,C00876,1239.84,2,False
ORD-10341,2022-01-21,P00125,C00798,4916.6,1,False
ORD-10342,2022-01-21,P00117,C00171,15884.65,5,False
ORD-10343,2022-01-21,P00094,C00620,12856.08,2,False
ORD-10344,2022-01-21,P00032,C00608,23612.778,2,False
ORD-10345,2022-01-21,P00006,C01130,7772.460000000001,3,False
ORD-10346,2022-01-21,P00132,C00979,89803.16,4,False
ORD-10347,2022-01-21,P00035,C00759,3385.57,1,False
ORD-10348,2022-01-21,P00003,C00599,4725.5755,1,False
ORD-10349,2022-01-21,P00073,C01199,4310.587,2,False
ORD-10350,2022-01-21,P00030,C00368,7457.76,1,False
ORD-10351,2022-01-21,P00058,C00116,4056.67,1,False
ORD-10352,2022-01-21,P00011,C00685,22560.075,5,False
ORD-10353,2022-01-22,P00121,C01019,10268.992,2,False
ORD-10354,2022-01-22,P00018,C00656,51039.15,3,False
ORD-10355,2022-01-22,P00048,C00999,11043.68,2,False
ORD-10356,2022-01-22,P00027,C00017,24189.24,4,False
ORD-10357,2022-01-22,P00036,C00090,4450.75,5,False
ORD-10358,2022-01-22,P00093,C00400,18421.16,4,False
ORD-10359,2022-01-22,P00124,C00195,4359.25,5,False
ORD-10360,2022-01-22,P00019,C00064,5604.349999999999,5,False
ORD-10361,2022-01-22,P00029,C00831,6500.622,4,False
ORD-10362,2022-01-22,P00016,C01054,5899.08,2,False
ORD-10363,2022-01-22,P00141,C00221,30821.2395,3,False
ORD-10364,2022-01-22,P00111,C01011,6483.64,4,False
ORD-10365,2022-01-22,P00079,C00388,147.92,1,False
ORD-10366,2022-01-23,P00022,C00589,8815.88,2,False
ORD-10367,2022-01-23,P00095,C00478,18363.712,4,False
ORD-10368,2022-01-23,P00085,C00288,15683.407499999998,5,False
ORD-10369,2022-01-23,P00130,C00144,9969.2,2,False
ORD-10370,2022-01-23,P00107,C00341,687.18,1,False
ORD-10371,2022-01-23,P00050,C00992,25204.16,4,False
ORD-10372,2022-01-23,P00106,C01132,6475.865,2,False
ORD-10373,2022-01-23,P00050,C00012,15122.496,3,False
ORD-10374,2022-01-23,P00049,C00030,11561.54,2,False
ORD-10375,2022-01-24,P00042,C00554,5335.931500000001,1,False
ORD-10376,2022-01-24,P00022,C00363,3967.146,1,False
ORD-10377,2022-01-24,P00089,C01097,13018.6,2,False
ORD-10378,2022-01-24,P00096,C00788,1138.63,1,False
ORD-10379,2022-01-24,P00124,C00923,3487.4,4,False
ORD-10380,2022-01-24,P00029,C00125,6842.76,4,False
ORD-10381,2022-01-24,P00110,C00674,24803.55,5,False
ORD-10382,2022-01-24,P00076,C01046,55795.264,4,False
ORD-10383,2022-01-24,P00100,C00941,8330.13,1,False
ORD-10384,2022-01-24,P00109,C00965,19892.16,3,False
ORD-10385,2022-01-24,P00140,C01166,6698.108,1,False
ORD-10386,2022-01-24,P00015,C00495,37280.576,4,False
ORD-10387,2022-01-24,P00027,C00768,22979.778,4,False
ORD-10388,2022-01-25,P00017,C00190,17432.4,4,False
ORD-10389,2022-01-25,P00035,C00326,16927.850000000002,5,False
ORD-10390,2022-01-25,P00069,C00072,17376.32,4,False
ORD-10391,2022-01-25,P00087,C00566,16510.797,3,False
ORD-10392,2022-01-25,P00016,C00193,7963.757999999999,3,False
ORD-10393,2022-01-25,P00129,C00852,1982.76,1,False
ORD-10394,2022-01-25,P00131,C00212,18803.44,4,False
ORD-10395,2022-01-25,P00004,C01126,15273.81,3,False
ORD-10396,2022-01-25,P00141,C00052,41094.986,4,False
ORD-10397,2022-01-25,P00043,C00858,18052.38,3,False
ORD-10398,2022-01-25,P00043,C01044,30087.3,5,False
ORD-10399,2022-01-25,P00012,C00411,12775.552499999998,3,False
ORD-10400,2022-01-25,P00098,C00902,9838.44,3,False
ORD-10401,2022-01-25,P00065,C00052,12662.136,3,False
ORD-10402,2022-01-25,P00011,C00652,20053.4,5,False
ORD-10403,2022-01-25,P00046,C00601,26124.25,5,False
ORD-10404,2022-01-25,P00116,C00305,14267.52,4,False
ORD-10405,2022-01-25,P00092,C00791,1178.69,1,False
ORD-10406,2022-01-26,P00029,C00782,5132.07,3,False
ORD-10407,2022-01-26,P00017,C00500,13074.3,3,False
ORD-10408,2022-01-26,P00102,C00576,12631.675,2,False
ORD-10409,2022-01-26,P00064,C01009,2546.1360000000004,1,False
ORD-10410,2022-01-26,P00135,C00820,78692.25,5,False
ORD-10411,2022-01-26,P00004,C00502,4836.7065,1,False
ORD-10412,2022-01-26,P00035,C00292,16927.850000000002,5,False
ORD-10413,2022-01-26,P00027,C00508,6047.31,1,False
ORD-10414,2022-01-26,P00031,C00304,8137.053999999999,4,False
ORD-10415,2022-01-26,P00132,C00268,63984.75149999999,3,False
ORD-10416,2022-01-26,P00001,C01114,32346.16,2,False
ORD-10417,2022-01-26,P00086,C00607,17074.02,3,False
ORD-10418,2022-01-26,P00033,C00862,7796.556,2,False
ORD-10419,2022-01-27,P00117,C00259,12707.72,4,False
ORD-10420,2022-01-27,P00108,C00580,16660.260000000002,3,False
ORD-10421,2022-01-27,P00098,C01196,16397.4,5,False
ORD-10422,2022-01-27,P00025,C00144,18494.2,1,False
ORD-10423,2022-01-27,P00119,C00429,17889.96,1,False
ORD-10424,2022-01-27,P00042,C00890,28083.85,5,False
ORD-10425,2022-01-27,P00111,C00348,4862.7300000000005,3,False
ORD-10426,2022-01-27,P00140,C01091,28202.560000000005,5,False
ORD-10427,2022-01-27,P00084,C00451,3029.24,4,False
ORD-10428,2022-01-27,P00077,C00334,10949.580000000002,3,False
ORD-10429,2022-01-27,P00071,C00113,21938.46,2,False
ORD-10430,2022-01-27,P00110,C00012,5221.8,1,False
ORD-10431,2022-01-28,P00134,C01165,5320.96,5,False
ORD-10432,2022-01-28,P00059,C01116,11579.92,4,False
ORD-10433,2022-01-28,P00111,C00468,1620.91,1,False
ORD-10434,2022-01-28,P00067,C00606,2897.38,2,False
ORD-10435,2022-01-28,P00148,C01090,4987.005999999999,2,False
ORD-10436,2022-01-28,P00063,C01138,28617.2,4,False
ORD-10437,2022-01-28,P00147,C00538,9531.87,3,False
ORD-10438,2022-01-28,P00051,C00076,9416.76,3,False
ORD-10439,2022-01-28,P00033,C00692,12994.26,3,False
ORD-10440,2022-01-28,P00099,C01192,4320.714,2,False
ORD-10441,2022-01-28,P00087,C00528,19568.352,4,False
ORD-10442,2022-01-28,P00046,C00214,19854.43,4,False
