date,product_id,opening_stock,restock_qty,sold_qty,closing_stock,stockout_flag
2023-01-12,P00007,21,0,2,19,0
2023-01-12,P00008,87,0,3,84,0
2023-01-12,P00009,32,0,1,31,0
2023-01-12,P00010,36,0,3,33,0
2023-01-13,P00001,85,0,8,77,0
2023-01-13,P00002,79,0,5,74,0
2023-01-13,P00003,13,100,3,110,0
2023-01-13,P00004,96,0,6,90,0
2023-01-13,P00005,72,0,0,72,0
2023-01-13,P00006,22,0,0,22,0
2023-01-13,P00007,19,0,6,13,0
2023-01-13,P00008,84,0,4,80,0
2023-01-13,P00009,31,0,1,30,0
2023-01-13,P00010,33,0,4,29,0
2023-01-14,P00001,77,0,4,73,0
2023-01-14,P00002,74,0,5,69,0
2023-01-14,P00003,110,0,2,108,0
2023-01-14,P00004,90,0,4,86,0
2023-01-14,P00005,72,0,5,67,0
2023-01-14,P00006,22,0,12,10,0
2023-01-14,P00007,13,100,0,113,0
2023-01-14,P00008,80,0,7,73,0
2023-01-14,P00009,30,0,7,23,0
2023-01-14,P00010,29,0,2,27,0
2023-01-15,P00001,73,0,0,73,0
2023-01-15,P00002,69,0,3,66,0
2023-01-15,P00003,108,0,2,106,0
2023-01-15,P00004,86,0,6,80,0
2023-01-15,P00005,67,0,9,58,0
2023-01-15,P00006,10,100,2,108,0
2023-01-15,P00007,113,0,3,110,0
2023-01-15,P00008,73,0,6,67,0
2023-01-15,P00009,23,0,6,17,0
2023-01-15,P00010,27,0,3,24,0
2023-01-16,P00001,73,0,5,68,0
2023-01-16,P00002,66,0,7,59,0
2023-01-16,P00003,106,0,8,98,0
2023-01-16,P00004,80,0,0,80,0
2023-01-16,P00005,58,0,3,55,0
2023-01-16,P00006,108,0,5,103,0
2023-01-16,P00007,110,0,1,109,0
2023-01-16,P00008,67,0,1,66,0
2023-01-16,P00009,17,0,16,1,0
2023-01-16,P00010,24,0,9,15,0
2023-01-17,P00001,68,0,7,61,0
2023-01-17,P00002,59,0,2,57,0
2023-01-17,P00003,98,0,5,93,0
2023-01-17,P00004,80,0,0,80,0
2023-01-17,P00005,55,0,2,53,0
2023-01-17,P00006,103,0,4,99,0
2023-01-17,P00007,109,0,2,107,0
2023-01-17,P00008,66,0,5,61,0
2023-01-17,P00009,1,100,13,88,0
2023-01-17,P00010,15,0,1,14,0
2023-01-18,P00001,61,0,8,53,0
2023-01-18,P00002,57,0,0,57,0
2023-01-18,P00003,93,0,6,87,0
2023-01-18,P00004,80,0,3,77,0
2023-01-18,P00005,53,0,5,48,0
2023-01-18,P00006,99,0,2,97,0
2023-01-18,P00007,107,0,4,103,0
2023-01-18,P00008,61,0,3,58,0
2023-01-18,P00009,88,0,9,79,0
2023-01-18,P00010,14,100,0,114,0
2023-01-19,P00001,53,0,7,46,0
2023-01-19,P00002,57,0,3,54,0
2023-01-19,P00003,87,0,7,80,0
2023-01-19,P00004,77,0,8,69,0
2023-01-19,P00005,48,0,7,41,0
2023-01-19,P00006,97,0,1,96,0
2023-01-19,P00007,103,0,6,97,0
2023-01-19,P00008,58,0,1,57,0
2023-01-19,P00009,79,0,0,79,0
2023-01-19,P00010,114,0,5,109,0
2023-01-20,P00001,46,0,2,44,0
2023-01-20,P00002,54,0,9,45,0
2023-01-20,P00003,80,0,14,66,0
2023-01-20,P00004,69,0,6,63,0
2023-01-20,P00005,41,0,11,30,0
2023-01-20,P00006,96,0,9,87,0
2023-01-20,P00007,97,0,12,85,0
2023-01-20,P00008,57,0,5,52,0
2023-01-20,P00009,79,0,6,73,0
2023-01-20,P00010,109,0,0,109,0
2023-01-21,P00001,44,0,2,42,0
2023-01-21,P00002,45,0,6,39,0
2023-01-21,P00003,66,0,2,64,0
2023-01-21,P00004,63,0,3,60,0
2023-01-21,P00005,30,0,3,27,0
2023-01-21,P00006,87,0,12,75,0
2023-01-21,P00007,85,0,1,84,0
2023-01-21,P00008,52,0,4,48,0
2023-01-21,P00009,73,0,15,58,0
2023-01-21,P00010,109,0,1,108,0
2023-01-22,P00001,42,0,5,37,0
2023-01-22,P00002,39,0,10,29,0
2023-01-22,P00003,64,0,5,59,0
2023-01-22,P00004,60,0,7,53,0
2023-01-22,P00005,27,0,7,20,0
2023-01-22,P00006,75,0,7,68,0
2023-01-22,P00007,84,0,6,78,0
2023-01-22,P00008,48,0,8,40,0
2023-01-22,P00009,58,0,3,55,0
2023-01-22,P00010,108,0,24,84,0
2023-01-23,P00001,37,0,0,37,0
2023-01-23,P00002,29,0,5,24,0
2023-01-23,P00003,59,0,6,53,0
2023-01-23,P00004,53,0,2,51,0
2023-01-23,P00005,20,0,5,15,0
2023-01-23,P00006,68,0,4,64,0
2023-01-23,P00007,78,0,6,72,0
2023-01-23,P00008,40,0,4,36,0
2023-01-23,P00009,55,0,6,49,0
2023-01-23,P00010,84,0,5,79,0
2023-01-24,P00001,37,0,0,37,0
2023-01-24,P00002,24,0,7,17,0
2023-01-24,P00003,53,0,7,46,0
2023-01-24,P00004,51,0,1,50,0
2023-01-24,P00005,15,0,4,11,0
2023-01-24,P00006,64,0,5,59,0
2023-01-24,P00007,72,0,9,63,0
2023-01-24,P00008,36,0,4,32,0
2023-01-24,P00009,49,0,7,42,0
2023-01-24,P00010,79,0,0,79,0
2023-01-25,P00001,37,0,7,30,0
2023-01-25,P00002,17,0,8,9,0
2023-01-25,P00003,46,0,0,46,0
2023-01-25,P00004,50,0,10,40,0
2023-01-25,P00005,11,100,2,109,0
2023-01-25,P00006,59,0,10,49,0
2023-01-25,P00007,63,0,0,63,0
2023-01-25,P00008,32,0,6,26,0
2023-01-25,P00009,42,0,0,42,0
2023-01-25,P00010,79,0,2,77,0
2023-01-26,P00001,30,0,9,21,0
2023-01-26,P00002,9,100,6,103,0
2023-01-26,P00003,46,0,9,37,0
2023-01-26,P00004,40,0,3,37,0
2023-01-26,P00005,109,0,2,107,0
2023-01-26,P00006,49,0,11,38,0
2023-01-26,P00007,63,0,5,58,0
2023-01-26,P00008,26,0,7,19,0
2023-01-26,P00009,42,0,2,40,0
2023-01-26,P00010,77,0,3,74,0
2023-01-27,P00001,21,0,11,10,0
2023-01-27,P00002,103,0,7,96,0
2023-01-27,P00003,37,0,2,35,0
2023-01-27,P00004,37,0,14,23,0
2023-01-27,P00005,107,0,5,102,0
2023-01-27,P00006,38,0,8,30,0
2023-01-27,P00007,58,0,1,57,0
2023-01-27,P00008,19,0,7,12,0
2023-01-27,P00009,40,0,2,38,0
2023-01-27,P00010,74,0,12,62,0
2023-01-28,P00001,10,100,5,105,0
2023-01-28,P00002,96,0,10,86,0
2023-01-28,P00003,35,0,4,31,0
2023-01-28,P00004,23,0,4,19,0
2023-01-28,P00005,102,0,1,101,0
2023-01-28,P00006,30,0,2,28,0
2023-01-28,P00007,57,0,2,55,0
2023-01-28,P00008,12,100,13,99,0
2023-01-28,P00009,38,0,0,38,0
2023-01-28,P00010,62,0,8,54,0
2023-01-29,P00001,105,0,1,104,0
2023-01-29,P00002,86,0,0,86,0
2023-01-29,P00003,31,0,3,28,0
2023-01-29,P00004,19,0,4,15,0
2023-01-29,P00005,101,0,2,99,0
2023-01-29,P00006,28,0,14,14,0
2023-01-29,P00007,55,0,10,45,0
2023-01-29,P00008,99,0,2,97,0
2023-01-29,P00009,38,0,5,33,0
2023-01-29,P00010,54,0,6,48,0
2023-01-30,P00001,104,0,1,103,0
2023-01-30,P00002,86,0,4,82,0
2023-01-30,P00003,28,0,10,18,0
2023-01-30,P00004,15,0,2,13,0
2023-01-30,P00005,99,0,6,93,0
2023-01-30,P00006,14,100,0,114,0
2023-01-30,P00007,45,0,2,43,0
2023-01-30,P00008,97,0,9,88,0
2023-01-30,P00009,33,0,0,33,0
2023-01-30,P00010,48,0,6,42,0
2023-01-31,P00001,103,0,9,94,0
2023-01-31,P00002,82,0,7,75,0
2023-01-31,P00003,18,0,4,14,0
2023-01-31,P00004,13,100,0,113,0
2023-01-31,P00005,93,0,5,88,0
2023-01-31,P00006,114,0,2,112,0
2023-01-31,P00007,43,0,0,43,0
2023-01-31,P00008,88,0,14,74,0
2023-01-31,P00009,33,0,5,28,0
2023-01-31,P00010,42,0,4,38,0
2023-02-01,P00001,94,0,6,88,0
2023-02-01,P00002,75,0,3,72,0
2023-02-01,P00003,14,100,6,108,0
2023-02-01,P00004,113,0,3,110,0
2023-02-01,P00005,88,0,3,85,0
2023-02-01,P00006,112,0,10,102,0
2023-02-01,P00007,43,0,6,37,0
2023-02-01,P00008,74,0,4,70,0
2023-02-01,P00009,28,0,3,25,0
2023-02-01,P00010,38,0,0,38,0
2023-02-02,P00001,88,0,7,81,0
2023-02-02,P00002,72,0,3,69,0
2023-02-02,P00003,108,0,0,108,0
2023-02-02,P00004,110,0,3,107,0
2023-02-02,P00005,85,0,0,85,0
2023-02-02,P00006,102,0,5,97,0
2023-02-02,P00007,37,0,10,27,0
2023-02-02,P00008,70,0,9,61,0
2023-02-02,P00009,25,0,2,23,0
2023-02-02,P00010,38,0,6,32,0
2023-02-03,P00001,81,0,5,76,0
2023-02-03,P00002,69,0,2,67,0
2023-02-03,P00003,108,0,4,104,0
2023-02-03,P00004,107,0,9,98,0
2023-02-03,P00005,85,0,2,83,0
2023-02-03,P00006,97,0,2,95,0
2023-02-03,P00007,27,0,4,23,0
2023-02-03,P00008,61,0,3,58,0
2023-02-03,P00009,23,0,2,21,0
2023-02-03,P00010,32,0,9,23,0
2023-02-04,P00001,76,0,3,73,0
2023-02-04,P00002,67,0,3,64,0
2023-02-04,P00003,104,0,3,101,0
2023-02-04,P00004,98,0,7,91,0
2023-02-04,P00005,83,0,3,80,0
2023-02-04,P00006,95,0,7,88,0
2023-02-04,P00007,23,0,9,14,0
2023-02-04,P00008,58,0,0,58,0
2023-02-04,P00009,21,0,7,14,0
2023-02-04,P00010,23,0,4,19,0
2023-02-05,P00001,73,0,9,64,0
2023-02-05,P00002,64,0,0,64,0
2023-02-05,P00003,101,0,4,97,0
2023-02-05,P00004,91,0,0,91,0
2023-02-05,P00005,80,0,2,78,0
2023-02-05,P00006,88,0,4,84,0
2023-02-05,P00007,14,100,4,110,0
2023-02-05,P00008,58,0,4,54,0
2023-02-05,P00009,14,100,5,109,0
2023-02-05,P00010,19,0,4,15,0
2023-02-06,P00001,64,0,5,59,0
2023-02-06,P00002,64,0,4,60,0
2023-02-06,P00003,97,0,3,94,0
2023-02-06,P00004,91,0,6,85,0
2023-02-06,P00005,78,0,4,74,0
2023-02-06,P00006,84,0,6,78,0
2023-02-06,P00007,110,0,7,103,0
2023-02-06,P00008,54,0,9,45,0
2023-02-06,P00009,109,0,9,100,0
2023-02-06,P00010,15,0,5,10,0
2023-02-07,P00001,59,0,4,55,0
2023-02-07,P00002,60,0,13,47,0
2023-02-07,P00003,94,0,4,90,0
2023-02-07,P00004,85,0,3,82,0
2023-02-07,P00005,74,0,4,70,0
2023-02-07,P00006,78,0,4,74,0
2023-02-07,P00007,103,0,8,95,0
2023-02-07,P00008,45,0,11,34,0
2023-02-07,P00009,100,0,7,93,0
2023-02-07,P00010,10,100,0,110,0
2023-02-08,P00001,55,0,2,53,0
2023-02-08,P00002,47,0,10,37,0
2023-02-08,P00003,90,0,3,87,0
2023-02-08,P00004,82,0,5,77,0
2023-02-08,P00005,70,0,3,67,0
2023-02-08,P00006,74,0,6,68,0
2023-02-08,P00007,95,0,12,83,0
2023-02-08,P00008,34,0,0,34,0
2023-02-08,P00009,93,0,11,82,0
2023-02-08,P00010,110,0,4,106,0
2023-02-09,P00001,53,0,17,36,0
2023-02-09,P00002,37,0,12,25,0
2023-02-09,P00003,87,0,4,83,0
2023-02-09,P00004,77,0,4,73,0
2023-02-09,P00005,67,0,4,63,0
2023-02-09,P00006,68,0,9,59,0
2023-02-09,P00007,83,0,4,79,0
2023-02-09,P00008,34,0,13,21,0
2023-02-09,P00009,82,0,3,79,0
2023-02-09,P00010,106,0,7,99,0
2023-02-10,P00001,36,0,10,26,0
2023-02-10,P00002,25,0,13,12,0
2023-02-10,P00003,83,0,6,77,0
2023-02-10,P00004,73,0,5,68,0
2023-02-10,P00005,63,0,5,58,0
2023-02-10,P00006,59,0,6,53,0
2023-02-10,P00007,79,0,11,68,0
2023-02-10,P00008,21,0,5,16,0
2023-02-10,P00009,79,0,7,72,0
2023-02-10,P00010,99,0,1,98,0
2023-02-11,P00001,26,0,3,23,0
2023-02-11,P00002,12,100,2,110,0
2023-02-11,P00003,77,0,6,71,0
2023-02-11,P00004,68,0,8,60,0
2023-02-11,P00005,58,0,3,55,0
2023-02-11,P00006,53,0,0,53,0
2023-02-11,P00007,68,0,3,65,0
2023-02-11,P00008,16,0,4,12,0
2023-02-11,P00009,72,0,0,72,0
2023-02-11,P00010,98,0,8,90,0
2023-02-12,P00001,23,0,3,20,0
2023-02-12,P00002,110,0,0,110,0
2023-02-12,P00003,71,0,3,68,0
2023-02-12,P00004,60,0,0,60,0
2023-02-12,P00005,55,0,3,52,0
2023-02-12,P00006,53,0,7,46,0
2023-02-12,P00007,65,0,14,51,0
2023-02-12,P00008,12,100,1,111,0
2023-02-12,P00009,72,0,7,65,0
2023-02-12,P00010,90,0,3,87,0
2023-02-13,P00001,20,0,1,19,0
2023-02-13,P00002,110,0,2,108,0
2023-02-13,P00003,68,0,2,66,0
2023-02-13,P00004,60,0,3,57,0
2023-02-13,P00005,52,0,9,43,0
2023-02-13,P00006,46,0,3,43,0
2023-02-13,P00007,51,0,8,43,0
2023-02-13,P00008,111,0,6,105,0
2023-02-13,P00009,65,0,6,59,0
2023-02-13,P00010,87,0,8,79,0
2023-02-14,P00001,19,0,7,12,0
2023-02-14,P00002,108,0,3,105,0
2023-02-14,P00003,66,0,9,57,0
2023-02-14,P00004,57,0,11,46,0
2023-02-14,P00005,43,0,2,41,0
2023-02-14,P00006,43,0,1,42,0
2023-02-14,P00007,43,0,4,39,0
2023-02-14,P00008,105,0,9,96,0
2023-02-14,P00009,59,0,9,50,0
2023-02-14,P00010,79,0,11,68,0
2023-02-15,P00001,12,100,9,103,0
2023-02-15,P00002,105,0,14,91,0
2023-02-15,P00003,57,0,3,54,0
2023-02-15,P00004,46,0,5,41,0
2023-02-15,P00005,41,0,4,37,0
2023-02-15,P00006,42,0,2,40,0
2023-02-15,P00007,39,0,7,32,0
2023-02-15,P00008,96,0,3,93,0
2023-02-15,P00009,50,0,2,48,0
2023-02-15,P00010,68,0,5,63,0
2023-02-16,P00001,103,0,3,100,0
2023-02-16,P00002,91,0,0,91,0
2023-02-16,P00003,54,0,6,48,0
2023-02-16,P00004,41,0,5,36,0
2023-02-16,P00005,37,0,3,34,0
2023-02-16,P00006,40,0,6,34,0
2023-02-16,P00007,32,0,5,27,0
2023-02-16,P00008,93,0,2,91,0
2023-02-16,P00009,48,0,6,42,0
2023-02-16,P00010,63,0,1,62,0
2023-02-17,P00001,100,0,2,98,0
2023-02-17,P00002,91,0,0,91,0
2023-02-17,P00003,48,0,3,45,0
2023-02-17,P00004,36,0,6,30,0
2023-02-17,P00005,34,0,6,28,0
2023-02-17,P00006,34,0,14,20,0
2023-02-17,P00007,27,0,1,26,0
2023-02-17,P00008,91,0,5,86,0
2023-02-17,P00009,42,0,9,33,0
2023-02-17,P00010,62,0,15,47,0
2023-02-18,P00001,98,0,6,92,0
2023-02-18,P00002,91,0,3,88,0
2023-02-18,P00003,45,0,0,45,0
2023-02-18,P00004,30,0,7,23,0
2023-02-18,P00005,28,0,3,25,0
2023-02-18,P00006,20,0,3,17,0
2023-02-18,P00007,26,0,4,22,0
2023-02-18,P00008,86,0,4,82,0
2023-02-18,P00009,33,0,3,30,0
2023-02-18,P00010,47,0,4,43,0
2023-02-19,P00001,92,0,4,88,0
2023-02-19,P00002,88,0,3,85,0
2023-02-19,P00003,45,0,11,34,0
2023-02-19,P00004,23,0,2,21,0
2023-02-19,P00005,25,0,7,18,0
2023-02-19,P00006,17,0,2,15,0
2023-02-19,P00007,22,0,8,14,0
2023-02-19,P00008,82,0,0,82,0
2023-02-19,P00009,30,0,10,20,0
2023-02-19,P00010,43,0,5,38,0
2023-02-20,P00001,88,0,14,74,0
2023-02-20,P00002,85,0,8,77,0
2023-02-20,P00003,34,0,7,27,0
2023-02-20,P00004,21,0,2,19,0
2023-02-20,P00005,18,0,8,10,0
2023-02-20,P00006,15,0,2,13,0
2023-02-20,P00007,14,100,6,108,0
2023-02-20,P00008,82,0,7,75,0
2023-02-20,P00009,20,0,5,15,0
2023-02-20,P00010,38,0,1,37,0
2023-02-21,P00001,74,0,6,68,0
2023-02-21,P00002,77,0,10,67,0
2023-02-21,P00003,27,0,8,19,0
2023-02-21,P00004,19,0,3,16,0
2023-02-21,P00005,10,100,6,104,0
2023-02-21,P00006,13,100,3,110,0
2023-02-21,P00007,108,0,2,106,0
2023-02-21,P00008,75,0,9,66,0
2023-02-21,P00009,15,0,8,7,0
2023-02-21,P00010,37,0,6,31,0
2023-02-22,P00001,68,0,5,63,0
2023-02-22,P00002,67,0,8,59,0
2023-02-22,P00003,19,0,4,15,0
2023-02-22,P00004,16,0,2,14,0
2023-02-22,P00005,104,0,4,100,0
2023-02-22,P00006,110,0,3,107,0
2023-02-22,P00007,106,0,6,100,0
2023-02-22,P00008,66,0,0,66,0
2023-02-22,P00009,7,100,2,105,0
2023-02-22,P00010,31,0,4,27,0
2023-02-23,P00001,63,0,1,62,0
2023-02-23,P00002,59,0,8,51,0
2023-02-23,P00003,15,0,1,14,0
2023-02-23,P00004,14,100,0,114,0
2023-02-23,P00005,100,0,9,91,0
2023-02-23,P00006,107,0,5,102,0
2023-02-23,P00007,100,0,4,96,0
2023-02-23,P00008,66,0,1,65,0
2023-02-23,P00009,105,0,0,105,0
2023-02-23,P00010,27,0,8,19,0
2023-02-24,P00001,62,0,2,60,0
2023-02-24,P00002,51,0,5,46,0
2023-02-24,P00003,14,100,8,106,0
2023-02-24,P00004,114,0,2,112,0
2023-02-24,P00005,91,0,5,86,0
2023-02-24,P00006,102,0,6,96,0
2023-02-24,P00007,96,0,7,89,0
2023-02-24,P00008,65,0,9,56,0
2023-02-24,P00009,105,0,6,99,0
2023-02-24,P00010,19,0,2,17,0
2023-02-25,P00001,60,0,3,57,0
2023-02-25,P00002,46,0,4,42,0
2023-02-25,P00003,106,0,3,103,0
2023-02-25,P00004,112,0,0,112,0
2023-02-25,P00005,86,0,4,82,0
2023-02-25,P00006,96,0,3,93,0
2023-02-25,P00007,89,0,6,83,0
2023-02-25,P00008,56,0,3,53,0
2023-02-25,P00009,99,0,6,93,0
2023-02-25,P00010,17,0,6,11,0
2023-02-26,P00001,57,0,6,51,0
2023-02-26,P00002,42,0,3,39,0
2023-02-26,P00003,103,0,7,96,0
2023-02-26,P00004,112,0,3,109,0
2023-02-26,P00005,82,0,2,80,0
2023-02-26,P00006,93,0,7,86,0
2023-02-26,P00007,83,0,6,77,0
2023-02-26,P00008,53,0,6,47,0
2023-02-26,P00009,93,0,2,91,0
2023-02-26,P00010,11,100,9,102,0
2023-02-27,P00001,51,0,7,44,0
2023-02-27,P00002,39,0,7,32,0
2023-02-27,P00003,96,0,0,96,0
2023-02-27,P00004,109,0,4,105,0
2023-02-27,P00005,80,0,2,78,0
2023-02-27,P00006,86,0,7,79,0
2023-02-27,P00007,77,0,4,73,0
2023-02-27,P00008,47,0,3,44,0
2023-02-27,P00009,91,0,7,84,0
2023-02-27,P00010,102,0,0,102,0
2023-02-28,P00001,44,0,0,44,0
2023-02-28,P00002,32,0,2,30,0
2023-02-28,P00003,96,0,2,94,0
2023-02-28,P00004,105,0,5,100,0
2023-02-28,P00005,78,0,2,76,0
2023-02-28,P00006,79,0,2,77,0
2023-02-28,P00007,73,0,3,70,0
2023-02-28,P00008,44,0,1,43,0
2023-02-28,P00009,84,0,6,78,0
2023-02-28,P00010,102,0,2,100,0
2023-03-01,P00001,44,0,3,41,0
2023-03-01,P00002,30,0,3,27,0
2023-03-01,P00003,94,0,1,93,0
2023-03-01,P00004,100,0,5,95,0
2023-03-01,P00005,76,0,7,69,0
2023-03-01,P00006,77,0,0,77,0
2023-03-01,P00007,70,0,4,66,0
2023-03-01,P00008,43,0,3,40,0
2023-03-01,P00009,78,0,11,67,0
2023-03-01,P00010,100,0,8,92,0
2023-03-02,P00001,41,0,2,39,0
2023-03-02,P00002,27,0,4,23,0
2023-03-02,P00003,93,0,1,92,0
2023-03-02,P00004,95,0,3,92,0
2023-03-02,P00005,69,0,4,65,0
2023-03-02,P00006,77,0,5,72,0
2023-03-02,P00007,66,0,3,63,0
2023-03-02,P00008,40,0,3,37,0
2023-03-02,P00009,67,0,12,55,0
2023-03-02,P00010,92,0,3,89,0
2023-03-03,P00001,39,0,10,29,0
2023-03-03,P00002,23,0,5,18,0
2023-03-03,P00003,92,0,0,92,0
2023-03-03,P00004,92,0,6,86,0
2023-03-03,P00005,65,0,6,59,0
2023-03-03,P00006,72,0,3,69,0
2023-03-03,P00007,63,0,8,55,0
2023-03-03,P00008,37,0,3,34,0
2023-03-03,P00009,55,0,5,50,0
2023-03-03,P00010,89,0,2,87,0
2023-03-04,P00001,29,0,10,19,0
2023-03-04,P00002,18,0,11,7,0
2023-03-04,P00003,92,0,8,84,0
2023-03-04,P00004,86,0,4,82,0
2023-03-04,P00005,59,0,7,52,0
2023-03-04,P00006,69,0,2,67,0
2023-03-04,P00007,55,0,8,47,0
2023-03-04,P00008,34,0,3,31,0
2023-03-04,P00009,50,0,13,37,0
2023-03-04,P00010,87,0,8,79,0
2023-03-05,P00001,19,0,8,11,0
2023-03-05,P00002,7,100,12,95,0
2023-03-05,P00003,84,0,3,81,0
2023-03-05,P00004,82,0,3,79,0
2023-03-05,P00005,52,0,6,46,0
2023-03-05,P00006,67,0,6,61,0
2023-03-05,P00007,47,0,0,47,0
2023-03-05,P00008,31,0,4,27,0
2023-03-05,P00009,37,0,6,31,0
2023-03-05,P00010,79,0,9,70,0
2023-03-06,P00001,11,100,8,103,0
2023-03-06,P00002,95,0,1,94,0
2023-03-06,P00003,81,0,3,78,0
2023-03-06,P00004,79,0,5,74,0
2023-03-06,P00005,46,0,4,42,0
2023-03-06,P00006,61,0,1,60,0
2023-03-06,P00007,47,0,9,38,0
2023-03-06,P00008,27,0,4,23,0
2023-03-06,P00009,31,0,13,18,0
2023-03-06,P00010,70,0,1,69,0
2023-03-07,P00001,103,0,3,100,0
2023-03-07,P00002,94,0,3,91,0
2023-03-07,P00003,78,0,20,58,0
2023-03-07,P00004,74,0,8,66,0
2023-03-07,P00005,42,0,8,34,0
2023-03-07,P00006,60,0,3,57,0
2023-03-07,P00007,38,0,9,29,0
2023-03-07,P00008,23,0,4,19,0
2023-03-07,P00009,18,0,3,15,0
2023-03-07,P00010,69,0,8,61,0
2023-03-08,P00001,100,0,10,90,0
2023-03-08,P00002,91,0,1,90,0
2023-03-08,P00003,58,0,1,57,0
