order_id,order_date,customer_id,product_id,units,discount_pct,status,delivery_date,channel
ORD-10188,2023-01-08,C00858,P00029,3,0.1,Completed,2023-01-12,Store
ORD-10189,2023-01-08,C00465,P00001,3,0.05,Completed,2023-01-11,Store
ORD-10190,2023-01-08,C00175,P00028,2,0.05,Completed,2023-01-10,Store
ORD-10191,2023-01-08,C00665,P00041,2,0.0,Completed,2023-01-14,Online
ORD-10192,2023-01-08,C00373,P00007,1,0.0,Completed,2023-01-12,Store
ORD-10193,2023-01-09,C00729,P00009,3,0.0,Completed,2023-01-15,Store
ORD-10194,2023-01-09,C00489,P00008,1,0.05,Completed,2023-01-15,Online
ORD-10195,2023-01-09,C01148,P00034,2,0.0,Completed,2023-01-12,Online
ORD-10196,2023-01-09,C00631,P00044,2,0.0,Completed,2023-01-12,Online
ORD-10197,2023-01-09,C00233,P00032,2,0.0,Completed,2023-01-12,Online
ORD-10198,2023-01-09,C01049,P00026,3,0.05,Completed,2023-01-17,Store
ORD-10199,2023-01-09,C00456,P00045,3,0.05,Completed,2023-01-16,Store
ORD-10200,2023-01-09,C00491,P00004,3,0.0,Completed,2023-01-14,Online
ORD-10201,2023-01-09,C00216,P00049,3,0.1,Cancelled,,Store
ORD-10202,2023-01-09,C00794,P00047,3,0.0,Completed,2023-01-17,Online
ORD-10203,2023-01-09,C00459,P00050,1,0.05,Completed,2023-01-15,Store
ORD-10204,2023-01-09,C00015,P00033,2,0.05,Completed,2023-01-14,Store
ORD-10205,2023-01-09,C00598,P00021,2,0.05,Completed,2023-01-15,Store
ORD-10206,2023-01-09,C00003,P00018,2,0.05,Completed,2023-01-16,Store
ORD-10207,2023-01-09,C00620,P00006,1,0.1,Completed,2023-01-17,Online
ORD-10208,2023-01-09,C00863,P00017,3,0.0,Completed,2023-01-12,Store
ORD-10209,2023-01-09,C00560,P00044,2,0.1,Completed,2023-01-12,Store
ORD-10210,2023-01-09,C00357,P00026,2,0.0,Completed,2023-01-15,Online
ORD-10211,2023-01-09,C00886,P00018,3,0.05,Completed,2023-01-14,Store
ORD-10212,2023-01-09,C00797,P00026,2,0.0,Completed,2023-01-16,Online
ORD-10213,2023-01-09,C00848,P00034,1,0.1,Returned,2023-01-12,Store
ORD-10214,2023-01-09,C00008,P00034,3,0.05,Completed,2023-01-14,Store
ORD-10215,2023-01-09,C01063,P00032,3,0.0,Completed,2023-01-13,Online
ORD-10216,2023-01-09,C01068,P00020,2,0.0,Completed,2023-01-14,Online
ORD-10217,2023-01-09,C00171,P00037,2,0.1,Completed,2023-01-13,Online
ORD-10218,2023-01-09,C00456,P00024,2,0.1,Completed,2023-01-14,Store
ORD-10219,2023-01-10,C00010,P00029,3,0.1,Completed,2023-01-17,Store
ORD-10220,2023-01-10,C00546,P00009,2,0.05,Completed,2023-01-14,Online
ORD-10221,2023-01-10,C00980,P00001,1,0.05,Completed,2023-01-15,Store
ORD-10222,2023-01-10,C00718,P00030,3,0.05,Completed,2023-01-16,Online
ORD-10223,2023-01-10,C01115,P00018,1,0.05,Completed,2023-01-15,Store
ORD-10224,2023-01-10,C00154,P00004,1,0.05,Completed,2023-01-13,Online
ORD-10225,2023-01-10,C01065,P00020,3,0.0,Completed,2023-01-15,Online
ORD-10226,2023-01-10,C00354,P00005,2,0.1,Returned,2023-01-15,Store
ORD-10227,2023-01-10,C00651,P00045,1,0.05,Returned,2023-01-13,Store
ORD-10228,2023-01-10,C00403,P00021,3,0.05,Completed,2023-01-15,Online
ORD-10229,2023-01-10,C00154,P00007,3,0.05,Cancelled,,Store
ORD-10230,2023-01-10,C00874,P00005,1,0.0,Completed,2023-01-17,Store
ORD-10231,2023-01-10,C00553,P00015,2,0.05,Completed,2023-01-16,Store
ORD-10232,2023-01-10,C00475,P00019,3,0.05,Completed,2023-01-12,Store
ORD-10233,2023-01-10,C00040,P00015,3,0.1,Completed,2023-01-17,Online
ORD-10234,2023-01-10,C01028,P00036,2,0.05,Completed,2023-01-13,Online
ORD-10235,2023-01-10,C00628,P00034,1,0.1,Completed,2023-01-17,Online
ORD-10236,2023-01-11,C00680,P00041,1,0.0,Completed,2023-01-18,Online
ORD-10237,2023-01-11,C00384,P00039,2,0.05,Completed,2023-01-17,Online
ORD-10238,2023-01-11,C00420,P00022,3,0.0,Completed,2023-01-16,Online
ORD-10239,2023-01-11,C00306,P00041,1,0.1,Completed,2023-01-15,Store
ORD-10240,2023-01-11,C00206,P00037,1,0.1,Completed,2023-01-15,Online
ORD-10241,2023-01-11,C00504,P00048,3,0.0,Returned,2023-01-18,Store
ORD-10242,2023-01-11,C00272,P00021,2,0.1,Completed,2023-01-15,Online
ORD-10243,2023-01-11,C00162,P00031,2,0.05,Completed,2023-01-17,Online
ORD-10244,2023-01-11,C00726,P00009,1,0.0,Returned,2023-01-15,Online
ORD-10245,2023-01-11,C00869,P00017,3,0.05,Completed,2023-01-17,Store
ORD-10246,2023-01-11,C01105,P00049,1,0.05,Completed,2023-01-15,Online
ORD-10247,2023-01-11,C01025,P00024,2,0.0,Completed,2023-01-16,Online
ORD-10248,2023-01-11,C00313,P00023,2,0.1,Completed,2023-01-17,Online
ORD-10249,2023-01-11,C01165,P00034,3,0.05,Completed,2023-01-14,Store
ORD-10250,2023-01-11,C00561,P00006,1,0.0,Completed,2023-01-17,Store
ORD-10251,2023-01-11,C00963,P00048,3,0.1,Completed,2023-01-15,Store
ORD-10252,2023-01-11,C00488,P00015,2,0.0,Completed,2023-01-14,Store
ORD-10253,2023-01-11,C00728,P00033,2,0.05,Completed,2023-01-17,Online
ORD-10254,2023-01-11,C01192,P00029,3,0.0,Completed,2023-01-18,Online
ORD-10255,2023-01-11,C01000,P00001,1,0.1,Completed,2023-01-15,Online
ORD-10256,2023-01-11,C01113,P00048,2,0.1,Completed,2023-01-17,Store
ORD-10257,2023-01-11,C00883,P00031,3,0.1,Completed,2023-01-17,Online
ORD-10258,2023-01-11,C00451,P00037,3,0.1,Completed,2023-01-16,Store
ORD-10259,2023-01-11,C00500,P00016,3,0.05,Cancelled,,Store
ORD-10260,2023-01-11,C00331,P00008,1,0.1,Completed,2023-01-17,Online
ORD-10261,2023-01-11,C00517,P00027,1,0.0,Cancelled,,Online
ORD-10262,2023-01-11,C01057,P00028,2,0.1,Completed,2023-01-17,Store
ORD-10263,2023-01-11,C00559,P00050,1,0.1,Completed,2023-01-17,Online
ORD-10264,2023-01-11,C00391,P00004,1,0.05,Completed,2023-01-18,Online
ORD-10265,2023-01-11,C00760,P00023,2,0.05,Completed,2023-01-17,Store
ORD-10266,2023-01-11,C00361,P00029,2,0.0,Cancelled,,Online
ORD-10267,2023-01-11,C00017,P00008,2,0.0,Completed,2023-01-14,Store
ORD-10268,2023-01-11,C00681,P00006,2,0.05,Completed,2023-01-15,Online
ORD-10269,2023-01-11,C01019,P00018,2,0.0,Completed,2023-01-18,Online
ORD-10270,2023-01-12,C00166,P00016,2,0.1,Completed,2023-01-18,Store
ORD-10271,2023-01-12,C00669,P00026,3,0.0,Completed,2023-01-17,Online
ORD-10272,2023-01-12,C00596,P00038,3,0.0,Completed,2023-01-16,Online
ORD-10273,2023-01-12,C00918,P00047,2,0.0,Completed,2023-01-20,Online
ORD-10274,2023-01-12,C00481,P00006,3,0.0,Completed,2023-01-18,Store
ORD-10275,2023-01-12,C00508,P00048,2,0.1,Completed,2023-01-17,Store
ORD-10276,2023-01-12,C00266,P00029,1,0.05,Completed,2023-01-15,Online
ORD-10277,2023-01-12,C00891,P00015,3,0.0,Completed,2023-01-16,Store
ORD-10278,2023-01-12,C00284,P00022,2,0.05,Completed,2023-01-15,Online
ORD-10279,2023-01-12,C01161,P00049,1,0.1,Completed,2023-01-17,Store
ORD-10280,2023-01-12,C00046,P00019,1,0.05,Completed,2023-01-17,Store
ORD-10281,2023-01-12,C00842,P00032,2,0.05,Returned,2023-01-18,Store
ORD-10282,2023-01-12,C01151,P00027,2,0.0,Completed,2023-01-16,Online
ORD-10283,2023-01-12,C00379,P00028,3,0.0,Completed,2023-01-20,Online
ORD-10284,2023-01-12,C00043,P00027,2,0.05,Returned,2023-01-15,Online
ORD-10285,2023-01-12,C00039,P00041,2,0.05,Completed,2023-01-20,Online
ORD-10286,2023-01-12,C01024,P00023,3,0.0,Completed,2023-01-16,Online
ORD-10287,2023-01-12,C00944,P00033,1,0.1,Completed,2023-01-18,Store
ORD-10288,2023-01-12,C01185,P00040,3,0.05,Completed,2023-01-17,Online
ORD-10289,2023-01-12,C00639,P00016,2,0.0,Completed,2023-01-18,Online
ORD-10290,2023-01-13,C01015,P00046,3,0.0,Completed,2023-01-18,Store
ORD-10291,2023-01-13,C00490,P00027,2,0.1,Completed,2023-01-18,Online
ORD-10292,2023-01-13,C00295,P00009,1,0.0,Completed,2023-01-18,Online
ORD-10293,2023-01-13,C00568,P00028,1,0.0,Completed,2023-01-18,Online
ORD-10294,2023-01-13,C00123,P00021,2,0.1,Completed,2023-01-19,Store
ORD-10295,2023-01-13,C00092,P00038,2,0.0,Completed,2023-01-16,Store
ORD-10296,2023-01-13,C00772,P00034,3,0.1,Completed,2023-01-19,Store
ORD-10297,2023-01-13,C01153,P00007,1,0.05,Completed,2023-01-19,Online
ORD-10298,2023-01-13,C01062,P00003,2,0.1,Completed,2023-01-18,Online
ORD-10299,2023-01-13,C00860,P00048,1,0.0,Completed,2023-01-16,Online
ORD-10300,2023-01-13,C00803,P00050,3,0.05,Completed,2023-01-15,Store
ORD-10301,2023-01-13,C00312,P00005,1,0.05,Completed,2023-01-18,Store
ORD-10302,2023-01-13,C00052,P00023,1,0.0,Completed,2023-01-19,Store
ORD-10303,2023-01-13,C00622,P00025,1,0.0,Completed,2023-01-16,Store
ORD-10304,2023-01-13,C00881,P00049,2,0.0,Completed,2023-01-18,Online
ORD-10305,2023-01-13,C01063,P00009,2,0.1,Completed,2023-01-20,Store
ORD-10306,2023-01-13,C00465,P00041,2,0.0,Completed,2023-01-18,Store
ORD-10307,2023-01-13,C00726,P00023,3,0.0,Completed,2023-01-17,Online
ORD-10308,2023-01-13,C00672,P00029,3,0.05,Completed,2023-01-18,Store
ORD-10309,2023-01-13,C00597,P00047,3,0.1,Completed,2023-01-20,Store
ORD-10310,2023-01-13,C00662,P00037,2,0.05,Completed,2023-01-17,Store
ORD-10311,2023-01-13,C00416,P00033,2,0.1,Completed,2023-01-17,Store
ORD-10312,2023-01-13,C00932,P00014,2,0.0,Completed,2023-01-20,Store
ORD-10313,2023-01-13,C00247,P00009,2,0.1,Completed,2023-01-19,Online
ORD-10314,2023-01-13,C00137,P00019,2,0.0,Completed,2023-01-16,Online
ORD-10315,2023-01-14,C00141,P00042,1,0.1,Completed,2023-01-17,Store
ORD-10316,2023-01-14,C00205,P00001,2,0.1,Completed,2023-01-19,Store
ORD-10317,2023-01-14,C00295,P00049,1,0.0,Completed,2023-01-17,Store
ORD-10318,2023-01-14,C00305,P00024,2,0.05,Completed,2023-01-20,Online
ORD-10319,2023-01-14,C00193,P00007,2,0.1,Completed,2023-01-22,Online
ORD-10320,2023-01-14,C00541,P00017,3,0.05,Completed,2023-01-18,Online
ORD-10321,2023-01-14,C00668,P00043,2,0.0,Completed,2023-01-19,Online
ORD-10322,2023-01-14,C00499,P00001,1,0.0,Completed,2023-01-21,Store
ORD-10323,2023-01-14,C00659,P00041,3,0.0,Completed,2023-01-16,Store
ORD-10324,2023-01-14,C00942,P00041,1,0.0,Completed,2023-01-17,Store
ORD-10325,2023-01-14,C00560,P00040,2,0.1,Cancelled,,Store
ORD-10326,2023-01-14,C00185,P00032,2,0.0,Completed,2023-01-20,Store
ORD-10327,2023-01-14,C01073,P00036,3,0.0,Completed,2023-01-22,Online
ORD-10328,2023-01-14,C00335,P00018,2,0.05,Completed,2023-01-21,Store
ORD-10329,2023-01-14,C00003,P00029,3,0.1,Completed,2023-01-18,Store
ORD-10330,2023-01-14,C00843,P00014,3,0.0,Completed,2023-01-19,Store
ORD-10331,2023-01-14,C00898,P00031,3,0.05,Cancelled,,Store
ORD-10332,2023-01-14,C00317,P00049,1,0.05,Completed,2023-01-20,Store
